35028605 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 115 | 16 | Disease | disease | hypersensitivity
38231281 | @GENE_IFNA1 | IFNA1 | 279 | 3 | Gene | gene | IFN
38231281 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 566 | 25 | Disease | disease | inborn errors of immunity
38231281 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 593 | 3 | Disease | disease | IEI
38231281 | @DISEASE_COVID_19 | COVID-19 | 685 | 17 | Disease | disease | critical COVID-19
38231281 | @DISEASE_COVID_19 | COVID-19 | 886 | 17 | Disease | disease | critical COVID-19
38231281 | @GENE_IFNA1 | IFNA1 | 972 | 9 | Gene | gene | IFN-alpha
38231281 | @GENE_TLR7 | TLR7 | 1234 | 4 | Gene | gene | TLR7
38231281 | @GENE_TLR9 | TLR9 | 1243 | 4 | Gene | gene | TLR9
38231281 | @GENE_IFNA1 | IFNA1 | 1377 | 9 | Gene | gene | IFN-alpha
38231281 | @DISEASE_COVID_19 | COVID-19 | 1645 | 17 | Disease | disease | critical COVID-19
38240082 | @DISEASE_Carcinogenesis | Carcinogenesis | 50 | 14 | Disease | disease | carcinogenesis
38240082 | @DISEASE_Infections | Infections | 72 | 9 | Disease | disease | infection
38240082 | @DISEASE_COVID_19 | COVID-19 | 119 | 8 | Disease | disease | COVID-19
38240082 | @DISEASE_Carcinogenesis | Carcinogenesis | 368 | 14 | Disease | disease | carcinogenesis
38240082 | @DISEASE_Infections | Infections | 561 | 9 | Disease | disease | infection
38240082 | @DISEASE_COVID_19 | COVID-19 | 656 | 26 | Disease | disease | coronavirus infection-2019
38240082 | @DISEASE_Infections | Infections | 872 | 9 | Disease | disease | infection
38240082 | @DISEASE_Fever | Fever | 902 | 5 | Disease | disease | fever
38240082 | @DISEASE_Cough | Cough | 909 | 5 | Disease | disease | cough
38240082 | @DISEASE_Myalgia | Myalgia | 916 | 7 | Disease | disease | myalgia
38240082 | @DISEASE_Hereditary_Myopathy_with_Early_Respiratory_Failure | Hereditary Myopathy with Early Respiratory Failure | 928 | 21 | Disease | disease | pulmonary involvement
38240082 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1049 | 8 | Disease | disease | cytokine
38240082 | @DISEASE_Virus_Diseases | Virus Diseases | 1382 | 15 | Disease | disease | viral infection
38240082 | @DISEASE_Infections | Infections | 1483 | 9 | Disease | disease | infection
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 40 | 19 | Disease | disease | Alzheimer's disease
38244862 | @DISEASE_COVID_19 | COVID-19 | 169 | 24 | Disease | disease | Coronavirus disease 2019
38244862 | @DISEASE_COVID_19 | COVID-19 | 195 | 8 | Disease | disease | COVID-19
38244862 | @DISEASE_Dementia | Dementia | 308 | 9 | Disease | disease | dementias
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 403 | 19 | Disease | disease | Alzheimer's disease
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 424 | 2 | Disease | disease | AD
38244862 | @DISEASE_COVID_19 | COVID-19 | 429 | 8 | Disease | disease | COVID-19
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 469 | 2 | Disease | disease | AD
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 494 | 2 | Disease | disease | AD
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 600 | 2 | Disease | disease | AD
38244862 | @DISEASE_COVID_19 | COVID-19 | 607 | 8 | Disease | disease | COVID-19
38244862 | @GENE_BTK | BTK | 1014 | 22 | Gene | gene | Bruton tyrosine kinase
38244862 | @GENE_SYK | SYK | 1038 | 22 | Gene | gene | spleen tyrosine kinase
38244862 | @GENE_ABL1 | ABL1 | 1062 | 5 | Gene | gene | c-ABL
38244862 | @DISEASE_COVID_19 | COVID-19 | 1188 | 8 | Disease | disease | COVID-19
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1201 | 19 | Disease | disease | Alzheimer's disease
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1222 | 2 | Disease | disease | AD
38244862 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1335 | 2 | Disease | disease | AD
38244862 | @DISEASE_COVID_19 | COVID-19 | 1342 | 8 | Disease | disease | COVID-19
38250478 | @DISEASE_Drug_Overdose | Drug Overdose | 847 | 13 | Disease | disease | drug overdose
38252025 | @DISEASE_COVID_19 | COVID-19 | 160 | 8 | Disease | disease | COVID-19
38252025 | @DISEASE_Thrombosis | Thrombosis | 198 | 10 | Disease | disease | thrombosis
38252025 | @DISEASE_Infections | Infections | 364 | 9 | Disease | disease | infection
38252025 | @DISEASE_Infections | Infections | 589 | 9 | Disease | disease | infection
38252025 | @DISEASE_Infections | Infections | 644 | 8 | Disease | disease | infected
38252025 | @DISEASE_Infections | Infections | 740 | 8 | Disease | disease | infected
38252025 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 897 | 15 | Disease | disease | vascular damage
38252025 | @DISEASE_Infections | Infections | 1017 | 9 | Disease | disease | infection
38252025 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 1061 | 15 | Disease | disease | vascular damage
38252025 | @DISEASE_Infections | Infections | 1156 | 9 | Disease | disease | infection
38260287 | @DISEASE_Cardiac_Conduction_System_Disease | Cardiac Conduction System Disease | 65 | 37 | Disease | disease | Cardiac Conduction System Dysfunction
38260287 | @DISEASE_COVID_19 | COVID-19 | 109 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_COVID_19 | COVID-19 | 163 | 20 | Disease | disease | SARS-CoV-2 infection
38260287 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 191 | 19 | Disease | disease | long COVID syndrome
38260287 | @DISEASE_COVID_19 | COVID-19 | 248 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_Arrhythmias_Cardiac | Arrhythmias Cardiac | 264 | 11 | Disease | disease | arrhythmias
38260287 | @DISEASE_COVID_19 | COVID-19 | 416 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_COVID_19 | COVID-19 | 566 | 20 | Disease | disease | SARS-CoV-2 infection
38260287 | @DISEASE_Infections | Infections | 727 | 9 | Disease | disease | infection
38260287 | @CHEMICAL_Poly_I_C | Poly I-C | 769 | 31 | Chemical | chemical | polyinosinic:polycytidylic acid
38260287 | @CHEMICAL_Poly_I_C | Poly I-C | 802 | 3 | Chemical | chemical | PIC
38260287 | @DISEASE_COVID_19 | COVID-19 | 904 | 20 | Disease | disease | SARS-CoV-2 infection
38260287 | @DISEASE_COVID_19 | COVID-19 | 935 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_Tachypnea | Tachypnea | 963 | 9 | Disease | disease | tachypnea
38260287 | @DISEASE_Cardiac_Conduction_System_Disease | Cardiac Conduction System Disease | 984 | 43 | Disease | disease | cardiac conduction system (CCS) dysfunction
38260287 | @DISEASE_Bradycardia | Bradycardia | 1043 | 11 | Disease | disease | bradycardia
38260287 | @DISEASE_Atrioventricular_Block | Atrioventricular Block | 1069 | 22 | Disease | disease | atrioventricular block
38260287 | @DISEASE_Arrhythmias_Cardiac | Arrhythmias Cardiac | 1157 | 11 | Disease | disease | Arrhythmias
38260287 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 1239 | 19 | Disease | disease | pulmonary infection
38260287 | @DISEASE_Cardiac_Conduction_System_Disease | Cardiac Conduction System Disease | 1295 | 10 | Disease | disease | CCS injury
38260287 | @DISEASE_Abnormalities_Drug_Induced | Abnormalities Drug-Induced | 1428 | 34 | Disease | disease | electrophysiological abnormalities
38260287 | @DISEASE_Arrhythmias_Cardiac | Arrhythmias Cardiac | 1483 | 10 | Disease | disease | arrhythmia
38260287 | @CHEMICAL_Poly_I_C | Poly I-C | 1543 | 3 | Chemical | chemical | PIC
38260287 | @CHEMICAL_Poly_I_C | Poly I-C | 1651 | 3 | Chemical | chemical | PIC
38260287 | @DISEASE_COVID_19 | COVID-19 | 1938 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_COVID_19 | COVID-19 | 2164 | 8 | Disease | disease | COVID-19
38260287 | @DISEASE_Infections | Infections | 2282 | 9 | Disease | disease | infection
38260287 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 2315 | 19 | Disease | disease | long COVID Syndrome
38283114 | @DISEASE_COVID_19 | COVID-19 | 272 | 20 | Disease | disease | SARS-CoV-2 infection
38323709 | @DISEASE_COVID_19 | COVID-19 | 26 | 20 | Disease | disease | SARS-CoV-2 infection
38323709 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 62 | 15 | Disease | disease | neuronal damage
38323709 | @DISEASE_Heredodegenerative_Disorders_Nervous_System | Heredodegenerative Disorders Nervous System | 179 | 20 | Disease | disease | neurological disease
38323709 | @DISEASE_COVID_19 | COVID-19 | 315 | 20 | Disease | disease | SARS-CoV-2 infection
38323709 | @DISEASE_Heredodegenerative_Disorders_Nervous_System | Heredodegenerative Disorders Nervous System | 401 | 20 | Disease | disease | neurological disease
38323709 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 897 | 15 | Disease | disease | neuronal damage
38323709 | @GENE_APP | APP | 1009 | 25 | Gene | gene | amyloid precursor protein
38323709 | @GENE_SNCA | SNCA | 1039 | 15 | Gene | gene | alpha-synuclein
38323709 | @CHEMICAL_ruxolitinib | ruxolitinib | 1207 | 11 | Chemical | chemical | Ruxolitinib
38323709 | @DISEASE_COVID_19 | COVID-19 | 1236 | 20 | Disease | disease | SARS-CoV-2 infection
38323709 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 1270 | 15 | Disease | disease | neuronal damage
38323709 | @DISEASE_COVID_19 | COVID-19 | 1427 | 24 | Disease | disease | coronavirus disease 2019
38323709 | @DISEASE_COVID_19 | COVID-19 | 1453 | 8 | Disease | disease | COVID-19
38435118 | @DISEASE_Influenza_Human | Influenza Human | 46 | 25 | Disease | disease | influenza virus infection
38435118 | @DISEASE_Coronary_Disease | Coronary Disease | 89 | 22 | Disease | disease | coronary heart disease
38435118 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 199 | 33 | Disease | disease | severe acute respiratory syndrome
38435118 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 234 | 4 | Disease | disease | SARS
38435118 | @GENE_MIR17HG | MIR17HG | 529 | 9 | Gene | gene | miR-17-92
38435118 | @DISEASE_Coronary_Disease | Coronary Disease | 600 | 22 | Disease | disease | coronary heart disease
38435118 | @GENE_SOCS1 | Socs1 | 863 | 5 | Gene | gene | SOCS1
38435118 | @DISEASE_Coronary_Disease | Coronary Disease | 900 | 22 | Disease | disease | coronary heart disease
38435118 | @GENE_SOCS1 | Socs1 | 1005 | 5 | Gene | gene | SOCS1
38435118 | @GENE_IFNA1 | IFNA1 | 1018 | 10 | Gene | gene | interferon
38435118 | @GENE_IFNA1 | IFNA1 | 1030 | 3 | Gene | gene | IFN
38435118 | @DISEASE_Influenza_Human | Influenza Human | 1312 | 3 | Disease | disease | flu
38435118 | @DISEASE_Coronary_Disease | Coronary Disease | 1333 | 22 | Disease | disease | coronary heart disease
38435118 | @DISEASE_Coronary_Disease | Coronary Disease | 1438 | 22 | Disease | disease | coronary heart disease
38435118 | @DISEASE_Influenza_Human | Influenza Human | 1469 | 25 | Disease | disease | influenza virus infection
38458613 | @CHEMICAL_Hydrogen | Hydrogen | 0 | 8 | Chemical | chemical | Hydrogen
38458613 | @CHEMICAL_Carbon | Carbon | 304 | 7 | Chemical | chemical | carbons
38458613 | @CHEMICAL_Hydrogen | Hydrogen | 837 | 2 | Chemical | chemical | H2
38458613 | @CHEMICAL_Carbon | Carbon | 923 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Carbon | Carbon | 1355 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Carbon | Carbon | 1446 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Carbon | Carbon | 1673 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Carbon | Carbon | 1826 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Carbon | Carbon | 1960 | 16 | Chemical | chemical | activated carbon
38458613 | @CHEMICAL_Hydrogen | Hydrogen | 2432 | 2 | Chemical | chemical | H2
38506674 | @CHEMICAL_Deuterium | Deuterium | 1060 | 1 | Chemical | chemical | D
38508140 | @GENE_STAT3 | STAT3 | 0 | 5 | Gene | gene | STAT3
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 112 | 30 | Disease | disease | anaplastic large cell lymphoma
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 144 | 30 | Disease | disease | Anaplastic large cell lymphoma
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 176 | 4 | Disease | disease | ALCL
38508140 | @GENE_TNFRSF8 | TNFRSF8 | 200 | 4 | Gene | gene | CD30
38508140 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 206 | 15 | Disease | disease | T cell lymphoma
38508140 | @GENE_ALK | ALK | 246 | 3 | Gene | gene | ALK
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 327 | 11 | Disease | disease | ALCL tumors
38508140 | @DISEASE_Carcinogenesis | Carcinogenesis | 370 | 13 | Disease | disease | tumorigenesis
38508140 | @GENE_STAT3 | STAT3 | 442 | 5 | Gene | gene | STAT3
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 451 | 4 | Disease | disease | ALCL
38508140 | @GENE_BATF3 | BATF3 | 511 | 5 | Gene | gene | BATF3
38508140 | @GENE_IRF4 | IRF4 | 518 | 4 | Gene | gene | IRF4
38508140 | @GENE_IKZF1 | IKZF1 | 528 | 5 | Gene | gene | IKZF1
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 627 | 4 | Disease | disease | ALCL
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 680 | 4 | Disease | disease | ALCL
38508140 | @GENE_MYC | MYC | 717 | 3 | Gene | gene | MYC
38508140 | @GENE_STAT3 | STAT3 | 744 | 5 | Gene | gene | STAT3
38508140 | @GENE_MYC | MYC | 779 | 3 | Gene | gene | MYC
38508140 | @GENE_MYC | MYC | 874 | 3 | Gene | gene | MYC
38508140 | @GENE_STAT3 | STAT3 | 926 | 5 | Gene | gene | STAT3
38508140 | @GENE_STAT3 | STAT3 | 1007 | 5 | Gene | gene | STAT3
38508140 | @DISEASE_Carcinogenesis | Carcinogenesis | 1133 | 13 | Disease | disease | tumorigenesis
38508140 | @DISEASE_Lymphoma_Large_Cell_Anaplastic | Lymphoma Large-Cell Anaplastic | 1190 | 4 | Disease | disease | ALCL
38509096 | @GENE_TP63 | TP63 | 30 | 4 | Gene | gene | TP63
38509096 | @GENE_STAT1 | STAT1 | 39 | 5 | Gene | gene | STAT1
38509096 | @DISEASE_Neoplasms | Neoplasms | 60 | 5 | Disease | disease | tumor
38509096 | @GENE_IFNG | IFNG | 90 | 16 | Gene | gene | interferon-gamma
38509096 | @DISEASE_Neoplasms_Squamous_Cell | Neoplasms Squamous Cell | 120 | 15 | Disease | disease | squamous cancer
38509096 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 137 | 24 | Disease | disease | Squamous cell carcinomas
38509096 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 163 | 4 | Disease | disease | SCCs
38509096 | @DISEASE_Neoplasms | Neoplasms | 195 | 12 | Disease | disease | malignancies
38509096 | @GENE_CD274 | CD274 | 262 | 5 | Gene | gene | PD-L1
38509096 | @DISEASE_Carcinoma_Squamous_Cell | Carcinoma Squamous Cell | 326 | 4 | Disease | disease | SCCs
38509096 | @GENE_TP63 | TP63 | 559 | 4 | Gene | gene | TP63
38509096 | @GENE_IFNG | IFNG | 575 | 16 | Gene | gene | interferon-gamma
38509096 | @GENE_IFNG | IFNG | 593 | 8 | Gene | gene | IFNgamma
38509096 | @GENE_TP63 | TP63 | 614 | 4 | Gene | gene | TP63
38509096 | @GENE_CD8A | CD8A | 649 | 3 | Gene | gene | CD8
38509096 | @DISEASE_Neoplasms | Neoplasms | 687 | 5 | Disease | disease | tumor
38509096 | @GENE_TP63 | TP63 | 803 | 4 | Gene | gene | TP63
38509096 | @GENE_CD8A | CD8A | 838 | 3 | Gene | gene | CD8
38509096 | @GENE_TP63 | TP63 | 913 | 4 | Gene | gene | TP63
38509096 | @DISEASE_Neoplasms | Neoplasms | 936 | 5 | Disease | disease | tumor
38509096 | @GENE_CD8A | CD8A | 981 | 3 | Gene | gene | CD8
38509096 | @GENE_TP63 | TP63 | 1042 | 4 | Gene | gene | TP63
38509096 | @GENE_STAT1 | STAT1 | 1051 | 5 | Gene | gene | STAT1
38509096 | @GENE_IFNG | IFNG | 1102 | 8 | Gene | gene | IFNgamma
38509096 | @DISEASE_Neoplasms | Neoplasms | 1225 | 5 | Disease | disease | tumor
38509096 | @GENE_TP63 | TP63 | 1253 | 4 | Gene | gene | TP63
38509096 | @GENE_TP63 | TP63 | 1319 | 4 | Gene | gene | TP63
38509096 | @GENE_TP63 | TP63 | 1428 | 4 | Gene | gene | TP63
38509096 | @GENE_IFNG | IFNG | 1438 | 8 | Gene | gene | IFNgamma
38509096 | @DISEASE_Neoplasms | Neoplasms | 1508 | 6 | Disease | disease | cancer
38527836 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 148 | 36 | Disease | disease | Ph-like acute lymphoblastic leukemia
38527836 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 378 | 36 | Disease | disease | Ph-like acute lymphoblastic leukemia
38527836 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 416 | 6 | Disease | disease | Ph-ALL
38527836 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 449 | 6 | Disease | disease | Ph-ALL
38527836 | @GENE_ABL1 | ABL1 | 807 | 4 | Gene | gene | ABL1
38527836 | @DISEASE_Hematologic_Diseases | Hematologic Diseases | 917 | 19 | Disease | disease | hematologic relapse
38527836 | @GENE_CD19 | CD19 | 1145 | 4 | Gene | gene | CD19
38527836 | @GENE_CD19 | CD19 | 1188 | 4 | Gene | gene | CD19
38527836 | @GENE_CD22 | CD22 | 1193 | 4 | Gene | gene | CD22
38527836 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1392 | 25 | Disease | disease | cytokine release syndrome
38527836 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1419 | 3 | Disease | disease | CRS
38527836 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1456 | 3 | Disease | disease | CRS
38527836 | @DISEASE_Hematologic_Diseases | Hematologic Diseases | 1705 | 19 | Disease | disease | hematologic relapse
38527836 | @GENE_ABL1 | ABL1 | 1803 | 4 | Gene | gene | ABL1
38527836 | @GENE_ABL1 | ABL1 | 1983 | 4 | Gene | gene | ABL1
38527836 | @DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma | Precursor Cell Lymphoblastic Leukemia-Lymphoma | 2199 | 6 | Disease | disease | Ph-ALL
38527836 | @DISEASE_Leukemia | Leukemia | 2219 | 8 | Disease | disease | leukemia
38561927 | @DISEASE_Tuberculosis_Meningeal | Tuberculosis Meningeal | 587 | 2 | Disease | disease | TB
38567833 | @CHEMICAL_dinitrophenyl_aminopropyl_methylamine | dinitrophenyl-aminopropyl-methylamine | 195 | 5 | Chemical | chemical | DAMPs
38567833 | @DISEASE_Inflammation | Inflammation | 254 | 12 | Disease | disease | inflammatory
38567833 | @DISEASE_Infections | Infections | 624 | 9 | Disease | disease | infection
38567833 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 737 | 8 | Disease | disease | toxicity
38567833 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 847 | 10 | Disease | disease | autoimmune
38567833 | @DISEASE_Inflammation | Inflammation | 858 | 23 | Disease | disease | inflammatory conditions
38567833 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 883 | 31 | Disease | disease | post-COVID-19 hyperinflammatory
38567833 | @DISEASE_Sepsis | Sepsis | 926 | 6 | Disease | disease | sepsis
38567833 | @DISEASE_Inflammation | Inflammation | 1023 | 12 | Disease | disease | inflammatory
38567833 | @GENE_TNF | TNF | 1050 | 3 | Gene | gene | TNF
38567833 | @GENE_IL6 | IL6 | 1055 | 3 | Gene | gene | IL6
38567833 | @GENE_IL1B | IL1B | 1064 | 4 | Gene | gene | IL1B
38567833 | @GENE_IFNG | IFNG | 1407 | 9 | Gene | gene | IFN-gamma
38567833 | @GENE_JUNB | JUNB | 1457 | 4 | Gene | gene | AP-1
38567833 | @GENE_CEBPA | CEBPA | 1466 | 4 | Gene | gene | CEBP
38567833 | @DISEASE_Inflammation | Inflammation | 1514 | 12 | Disease | disease | inflammatory
38567833 | @GENE_STAT1 | STAT1 | 1702 | 5 | Gene | gene | STAT1
38567833 | @GENE_IRF1 | IRF1 | 1712 | 4 | Gene | gene | IRF1
38575075 | @CHEMICAL_Chlorogenic_Acid | Chlorogenic Acid | 67 | 16 | Chemical | chemical | chlorogenic acid
38575075 | @DISEASE_Inflammation | Inflammation | 177 | 12 | Disease | disease | inflammation
38575075 | @GENE_EGF | EGF | 428 | 3 | Gene | gene | EGF
38575075 | @CHEMICAL_Hyaluronic_Acid | Hyaluronic Acid | 467 | 15 | Chemical | chemical | hyaluronic acid
38575075 | @CHEMICAL_benzeneboronic_acid | benzeneboronic acid | 490 | 18 | Chemical | chemical | phenylboronic acid
38575075 | @CHEMICAL_Polylysine | Polylysine | 517 | 18 | Chemical | chemical | epsilon-polylysine
38575075 | @CHEMICAL_Chlorogenic_Acid | Chlorogenic Acid | 542 | 16 | Chemical | chemical | chlorogenic acid
38575075 | @CHEMICAL_Chlorogenic_Acid | Chlorogenic Acid | 560 | 2 | Chemical | chemical | CA
38575075 | @GENE_EGF | EGF | 589 | 23 | Gene | gene | epidermal growth factor
38575075 | @GENE_EGF | EGF | 614 | 3 | Gene | gene | EGF
38575075 | @CHEMICAL_Schiff_Bases | Schiff Bases | 712 | 11 | Chemical | chemical | Schiff base
38575075 | @DISEASE_Hemorrhage | Hemorrhage | 1145 | 8 | Disease | disease | Bleeding
38575075 | @GENE_NFKB1 | NFKB1 | 1311 | 9 | Gene | gene | NF-kappaB
38575075 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 1425 | 8 | Disease | disease | diabetic
