38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
37532089 | @GENE_FOXA2 | Foxa2 | 806 | 5 | Gene | gene | Foxa2
37532089 | @GENE_FTO | Fto | 828 | 3 | Gene | gene | FTO
37532089 | @GENE_PIAS1 | Pias1 | 848 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FOXA2 | Foxa2 | 884 | 5 | Gene | gene | Foxa2
37532089 | @GENE_FTO | Fto | 901 | 3 | Gene | gene | FTO
37532089 | @GENE_FTO | Fto | 920 | 3 | Gene | gene | FTO
37532089 | @GENE_PIAS1 | Pias1 | 977 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FOXA2 | Foxa2 | 986 | 5 | Gene | gene | Foxa2
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 1008 | 8 | Chemical | chemical | Cerulein
37532089 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 1036 | 6 | Disease | disease | injury
37532089 | @DISEASE_Inflammation | Inflammation | 1044 | 12 | Disease | disease | inflammation
37532089 | @GENE_PIAS1 | Pias1 | 1092 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FTO | Fto | 1122 | 3 | Gene | gene | FTO
37532089 | @GENE_FOXA2 | Foxa2 | 1154 | 5 | Gene | gene | Foxa2
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 1200 | 8 | Chemical | chemical | Cerulein
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 1217 | 2 | Disease | disease | AP
37533862 | @DISEASE_Communicable_Diseases | Communicable Diseases | 187 | 19 | Disease | disease | infectious diseases
37533862 | @DISEASE_Q_Fever | Q Fever | 254 | 7 | Disease | disease | Q fever
37533862 | @DISEASE_Fever | Fever | 343 | 5 | Disease | disease | fever
37533862 | @DISEASE_Fatigue | Fatigue | 353 | 7 | Disease | disease | fatigue
37533862 | @DISEASE_Pneumonia | Pneumonia | 394 | 9 | Disease | disease | pneumonia
37533862 | @DISEASE_Endocarditis | Endocarditis | 408 | 12 | Disease | disease | endocarditis
37533862 | @CHEMICAL_Formaldehyde | Formaldehyde | 426 | 8 | Chemical | chemical | formalin
37533862 | @DISEASE_Infections | Infections | 575 | 9 | Disease | disease | infection
37533862 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1309 | 18 | Chemical | chemical | lipopolysaccharide
37533862 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1329 | 3 | Chemical | chemical | LPS
37533862 | @DISEASE_Q_Fever | Q Fever | 1883 | 7 | Disease | disease | Q-fever
37533862 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1912 | 3 | Chemical | chemical | LPS
37546987 | @GENE_NOS2 | Nos2 | 0 | 31 | Gene | gene | Inducible nitric oxide synthase
37546987 | @GENE_NOS2 | Nos2 | 33 | 4 | Gene | gene | iNOS
37546987 | @GENE_LGALS3 | Lgals3 | 56 | 3 | Gene | gene | GBP
37546987 | @GENE_LGALS3 | Lgals3 | 539 | 3 | Gene | gene | GBP
37546987 | @GENE_LGALS3 | Lgals3 | 650 | 3 | Gene | gene | GBP
37546987 | @GENE_GBP2 | Gbp2 | 815 | 4 | Gene | gene | GBP2
37546987 | @GENE_NOS2 | Nos2 | 974 | 33 | Gene | gene | inducible nitric oxide synthetase
37546987 | @GENE_NOS2 | Nos2 | 1009 | 4 | Gene | gene | iNOS
37546987 | @GENE_NOS2 | Nos2 | 1101 | 4 | Gene | gene | iNOS
37546987 | @DISEASE_Infections | Infections | 1211 | 9 | Disease | disease | infection
37546987 | @GENE_IFNG | Ifng | 1245 | 8 | Gene | gene | IFNgamma
37546987 | @GENE_NOS2 | Nos2 | 1306 | 4 | Gene | gene | iNOS
37546987 | @GENE_NOS2 | Nos2 | 1323 | 4 | Gene | gene | iNOS
37546987 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 1367 | 12 | Chemical | chemical | nitric oxide
37546987 | @GENE_NOS2 | Nos2 | 1507 | 4 | Gene | gene | iNOS
37546987 | @GENE_GBP2 | Gbp2 | 1578 | 4 | Gene | gene | GBP2
37546987 | @GENE_NOS2 | Nos2 | 1639 | 4 | Gene | gene | iNOS
37546987 | @GENE_NOS2 | Nos2 | 1709 | 4 | Gene | gene | iNOS
37546987 | @CHEMICAL_Reactive_Nitrogen_Species | Reactive Nitrogen Species | 1901 | 25 | Chemical | chemical | reactive nitrogen species
37546987 | @GENE_NOS2 | Nos2 | 1940 | 4 | Gene | gene | iNOS
37726278 | @DISEASE_Myocardial_Infarction | Myocardial Infarction | 898 | 21 | Disease | disease | myocardial infarction
37726278 | @DISEASE_Cardiomegaly | Cardiomegaly | 924 | 19 | Disease | disease | cardiac hypertrophy
37846815 | @GENE_NMI | NMI | 0 | 3 | Gene | gene | NMI
37846815 | @DISEASE_Neoplasms | Neoplasms | 13 | 5 | Disease | disease | tumor
37846815 | @CHEMICAL_Gemcitabine | Gemcitabine | 35 | 11 | Chemical | chemical | gemcitabine
37846815 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 61 | 17 | Disease | disease | pancreatic cancer
37846815 | @GENE_STAT3 | Stat3 | 83 | 5 | Gene | gene | STAT3
37846815 | @GENE_IFIT3 | Ifit3 | 89 | 5 | Gene | gene | IFIT3
37846815 | @GENE_MYCN | MYCN | 101 | 5 | Gene | gene | N-myc
37846815 | @GENE_NMI | NMI | 128 | 3 | Gene | gene | NMI
37846815 | @GENE_MYC | MYC | 223 | 5 | Gene | gene | c-Myc
37846815 | @GENE_MYCN | MYCN | 230 | 5 | Gene | gene | N-Myc
37846815 | @GENE_BRCA1 | BRCA1 | 241 | 5 | Gene | gene | BRCA1
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 363 | 32 | Disease | disease | pancreatic ductal adenocarcinoma
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 397 | 4 | Disease | disease | PDAC
37846815 | @GENE_NMI | NMI | 477 | 3 | Gene | gene | NMI
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 484 | 4 | Disease | disease | PDAC
37846815 | @GENE_NMI | NMI | 566 | 3 | Gene | gene | NMI
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 614 | 4 | Disease | disease | PDAC
37846815 | @GENE_NMI | NMI | 628 | 3 | Gene | gene | NMI
37846815 | @GENE_NMI | Nmi | 852 | 3 | Gene | gene | NMI
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 859 | 4 | Disease | disease | PDAC
37846815 | @GENE_NMI | Nmi | 895 | 3 | Gene | gene | NMI
37846815 | @DISEASE_Neoplasms | Neoplasms | 909 | 5 | Disease | disease | tumor
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 930 | 4 | Disease | disease | PDAC
37846815 | @GENE_NMI | Nmi | 1030 | 3 | Gene | gene | NMI
37846815 | @GENE_IFIT3 | Ifit3 | 1038 | 59 | Gene | gene | interferon-induced protein with tetratricopeptide repeats 3
37846815 | @GENE_IFIT3 | Ifit3 | 1099 | 5 | Gene | gene | IFIT3
37846815 | @GENE_NMI | Nmi | 1139 | 3 | Gene | gene | NMI
37846815 | @GENE_NMI | Nmi | 1199 | 3 | Gene | gene | NMI
37846815 | @GENE_STAT3 | Stat3 | 1206 | 5 | Gene | gene | STAT3
37846815 | @GENE_IFIT3 | Ifit3 | 1244 | 5 | Gene | gene | IFIT3
37846815 | @GENE_NMI | Nmi | 1276 | 3 | Gene | gene | NMI
37846815 | @GENE_STAT3 | Stat3 | 1280 | 5 | Gene | gene | STAT3
37846815 | @GENE_IFIT3 | Ifit3 | 1286 | 5 | Gene | gene | IFIT3
37846815 | @CHEMICAL_Gemcitabine | Gemcitabine | 1339 | 11 | Chemical | chemical | gemcitabine
37846815 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1365 | 4 | Disease | disease | PDAC
38015971 | @CHEMICAL_Polysaccharides | Polysaccharides | 22 | 15 | Chemical | chemical | polysaccharides
38015971 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 69 | 3 | Chemical | chemical | LPS
38015971 | @CHEMICAL_Polysaccharides | Polysaccharides | 103 | 15 | Chemical | chemical | Polysaccharides
38015971 | @DISEASE_Inflammation | Inflammation | 224 | 12 | Disease | disease | inflammatory
38015971 | @DISEASE_Neoplasms | Neoplasms | 243 | 6 | Disease | disease | cancer
38015971 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 260 | 8 | Disease | disease | diabetic
38015971 | @DISEASE_Inflammation | Inflammation | 317 | 12 | Disease | disease | inflammatory
38015971 | @DISEASE_Inflammation | Inflammation | 403 | 12 | Disease | disease | inflammatory
38015971 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 518 | 10 | Disease | disease | toxicities
38015971 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 672 | 3 | Chemical | chemical | LPS
38015971 | @DISEASE_Inflammation | Inflammation | 711 | 12 | Disease | disease | inflammatory
38015971 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 818 | 3 | Chemical | chemical | LPS
38015971 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 915 | 3 | Chemical | chemical | LPS
38015971 | @GENE_NFKB1 | Nfkb1 | 1063 | 9 | Gene | gene | NF-kappaB
38015971 | @DISEASE_Inflammation | Inflammation | 1154 | 12 | Disease | disease | inflammatory
38015971 | @DISEASE_Inflammation | Inflammation | 1217 | 12 | Disease | disease | inflammatory
38015971 | @DISEASE_Inflammation | Inflammation | 1468 | 12 | Disease | disease | inflammatory
38102979 | @GENE_NOS3 | NOS3 | 28 | 4 | Gene | gene | eNOS
38102979 | @GENE_PIAS1 | PIAS1 | 45 | 5 | Gene | gene | PIAS1
38102979 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 77 | 11 | Disease | disease | of vascular
38102979 | @DISEASE_Vascular_Diseases | Vascular Diseases | 102 | 23 | Disease | disease | Endothelial dysfunction
38102979 | @DISEASE_Vascular_Diseases | Vascular Diseases | 127 | 2 | Disease | disease | ED
38102979 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 212 | 23 | Disease | disease | cardiovascular diseases
38102979 | @GENE_NOS3 | NOS3 | 253 | 33 | Gene | gene | endothelial nitric oxide synthase
38102979 | @GENE_NOS3 | NOS3 | 288 | 4 | Gene | gene | eNOS
38102979 | @GENE_NOS3 | NOS3 | 402 | 4 | Gene | gene | eNOS
38102979 | @GENE_NOS3 | NOS3 | 431 | 4 | Gene | gene | eNOS
38102979 | @GENE_PIAS1 | Pias1 | 519 | 37 | Gene | gene | protein inhibitor of activated STAT 1
38102979 | @GENE_PIAS1 | Pias1 | 558 | 5 | Gene | gene | PIAS1
38102979 | @DISEASE_Vascular_Diseases | Vascular Diseases | 568 | 2 | Disease | disease | ED
38102979 | @DISEASE_Vascular_Diseases | Vascular Diseases | 740 | 2 | Disease | disease | ED
38102979 | @GENE_PIAS1 | PIAS1 | 778 | 5 | Gene | gene | PIAS1
38102979 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 811 | 11 | Disease | disease | of vascular
38102979 | @CHEMICAL_Nitric_Oxide | Nitric Oxide | 849 | 12 | Chemical | chemical | nitric oxide
38102979 | @CHEMICAL_Malondialdehyde | Malondialdehyde | 883 | 15 | Chemical | chemical | malondialdehyde
38102979 | @CHEMICAL_Malondialdehyde | Malondialdehyde | 900 | 3 | Chemical | chemical | MDA
38102979 | @GENE_PIK3R1 | PIK3R1 | 931 | 29 | Gene | gene | phosphatidylinositol 3-kinase
38102979 | @GENE_PTK2B | PTK2B | 961 | 16 | Gene | gene | protein kinase B
38102979 | @GENE_NOS3 | NOS3 | 978 | 33 | Gene | gene | endothelial nitric oxide synthase
38102979 | @GENE_AKT1 | AKT1 | 1018 | 3 | Gene | gene | AKT
38102979 | @GENE_NOS3 | NOS3 | 1022 | 4 | Gene | gene | eNOS
38102979 | @GENE_PIAS1 | PIAS1 | 1088 | 5 | Gene | gene | PIAS1
38102979 | @GENE_NOS3 | NOS3 | 1108 | 4 | Gene | gene | eNOS
38102979 | @GENE_NOS3 | NOS3 | 1171 | 4 | Gene | gene | eNOS
38102979 | @GENE_PIAS1 | PIAS1 | 1232 | 5 | Gene | gene | PIAS1
38102979 | @DISEASE_Vascular_System_Injuries | Vascular System Injuries | 1265 | 11 | Disease | disease | of vascular
38102979 | @GENE_NOS3 | NOS3 | 1351 | 4 | Gene | gene | eNOS
38102979 | @GENE_PIAS1 | PIAS1 | 1373 | 5 | Gene | gene | PIAS1
38102979 | @DISEASE_Atherosclerosis | Atherosclerosis | 1414 | 15 | Disease | disease | atherosclerosis
38102979 | @DISEASE_Hyperlipidemias | Hyperlipidemias | 1464 | 14 | Disease | disease | hyperlipidemia
38102979 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 1487 | 23 | Disease | disease | cardiovascular diseases
38141281 | @DISEASE_Cholangiocarcinoma | Cholangiocarcinoma | 17 | 18 | Disease | disease | cholangiocarcinoma
38141281 | @GENE_BCRP1 | BCRP1 | 66 | 4 | Gene | gene | BCRP
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 87 | 24 | Chemical | chemical | beta-caryophyllene oxide
38141281 | @DISEASE_Cholangiocarcinoma | Cholangiocarcinoma | 113 | 19 | Disease | disease | Cholangiocarcinomas
38141281 | @DISEASE_Cholangiocarcinoma | Cholangiocarcinoma | 134 | 4 | Disease | disease | CCAs
38141281 | @DISEASE_Neoplasms | Neoplasms | 144 | 7 | Disease | disease | cancers
38141281 | @GENE_ABCB6 | ABCB6 | 290 | 20 | Gene | gene | ATP-binding cassette
38141281 | @GENE_ABCB6 | ABCB6 | 312 | 3 | Gene | gene | ABC
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 454 | 24 | Chemical | chemical | beta-caryophyllene oxide
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 480 | 4 | Chemical | chemical | CRYO
38141281 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 515 | 24 | Disease | disease | hepatocellular carcinoma
38141281 | @GENE_ABCB1 | ABCB1 | 554 | 5 | Gene | gene | ABCB1
38141281 | @GENE_ABCC1 | ABCC1 | 561 | 4 | Gene | gene | MRP1
38141281 | @GENE_ABCC2 | ABCC2 | 571 | 4 | Gene | gene | MRP2
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 619 | 4 | Chemical | chemical | CRYO
38141281 | @GENE_BCRP1 | BCRP1 | 638 | 4 | Gene | gene | BCRP
38141281 | @DISEASE_Congenital_contractural_arachnodactyly | Congenital contractural arachnodactyly | 673 | 3 | Disease | disease | CCA
38141281 | @GENE_BCRP1 | BCRP1 | 760 | 4 | Gene | gene | BCRP
38141281 | @DISEASE_Neoplasms | Neoplasms | 861 | 12 | Disease | disease | eCCA) tumors
38141281 | @DISEASE_Congenital_contractural_arachnodactyly | Congenital contractural arachnodactyly | 887 | 3 | Disease | disease | CCA
38141281 | @GENE_BCRP1 | BCRP1 | 940 | 4 | Gene | gene | BCRP
38141281 | @CHEMICAL_Mitoxantrone | Mitoxantrone | 955 | 12 | Chemical | chemical | mitoxantrone
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 1041 | 4 | Chemical | chemical | CRYO
38141281 | @GENE_BCRP1 | BCRP1 | 1056 | 4 | Gene | gene | BCRP
38141281 | @DISEASE_Congenital_contractural_arachnodactyly | Congenital contractural arachnodactyly | 1142 | 3 | Disease | disease | CCA
38141281 | @GENE_BCRP1 | BCRP1 | 1151 | 4 | Gene | gene | BCRP
38141281 | @GENE_BCRP1 | BCRP1 | 1279 | 4 | Gene | gene | BCRP
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 1325 | 4 | Chemical | chemical | CRYO
38141281 | @GENE_BCRP1 | BCRP1 | 1347 | 4 | Gene | gene | BCRP
38141281 | @CHEMICAL_Mitoxantrone | Mitoxantrone | 1397 | 12 | Chemical | chemical | mitoxantrone
38141281 | @CHEMICAL_Irinotecan | Irinotecan | 1414 | 5 | Chemical | chemical | SN-38
38141281 | @CHEMICAL_Cisplatin | Cisplatin | 1425 | 9 | Chemical | chemical | cisplatin
38141281 | @CHEMICAL_Gemcitabine | Gemcitabine | 1436 | 11 | Chemical | chemical | gemcitabine
38141281 | @CHEMICAL_Sorafenib | Sorafenib | 1449 | 9 | Chemical | chemical | sorafenib
38141281 | @CHEMICAL_Fluorouracil | Fluorouracil | 1464 | 4 | Chemical | chemical | 5-FU
38141281 | @CHEMICAL_Oxaliplatin | Oxaliplatin | 1477 | 11 | Chemical | chemical | oxaliplatin
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 1498 | 4 | Chemical | chemical | CRYO
38141281 | @CHEMICAL_Cisplatin | Cisplatin | 1507 | 9 | Chemical | chemical | cisplatin
38141281 | @GENE_BCRP1 | BCRP1 | 1560 | 4 | Gene | gene | BCRP
38141281 | @DISEASE_Neoplasms | Neoplasms | 1576 | 6 | Disease | disease | tumors
38141281 | @DISEASE_Neoplasms | Neoplasms | 1715 | 5 | Disease | disease | tumor
38141281 | @GENE_BCRP1 | BCRP1 | 1795 | 4 | Gene | gene | BCRP
38141281 | @CHEMICAL_caryophyllene_oxide | caryophyllene oxide | 1805 | 4 | Chemical | chemical | CRYO
38141281 | @DISEASE_Congenital_contractural_arachnodactyly | Congenital contractural arachnodactyly | 1854 | 3 | Disease | disease | CCA
38153635 | @GENE_CCT5 | Cct5 | 22 | 4 | Gene | gene | Cct5
38153635 | @GENE_TCP1 | Tcp1 | 204 | 4 | Gene | gene | TRiC
38153635 | @GENE_TCP1 | Tcp1 | 209 | 3 | Gene | gene | CCT
38153635 | @GENE_CCT6A | Cct6a | 214 | 27 | Gene | gene | chaperonin-containing TCP-1
38153635 | @GENE_CCT5 | Cct5 | 440 | 4 | Gene | gene | Cct5
38153635 | @GENE_CCT5 | Cct5 | 594 | 4 | Gene | gene | Cct5
38153635 | @GENE_TCP1 | Tcp1 | 720 | 4 | Gene | gene | TRiC
38153635 | @GENE_TCP1 | Tcp1 | 725 | 3 | Gene | gene | CCT
38153635 | @GENE_CCT5 | Cct5 | 976 | 4 | Gene | gene | Cct5
38153635 | @GENE_CCT5 | Cct5 | 1051 | 4 | Gene | gene | Cct5
38153635 | @GENE_MYC | Myc | 1069 | 3 | Gene | gene | MYC
38153635 | @GENE_PIAS1 | Pias1 | 1074 | 5 | Gene | gene | PIAS1
38153635 | @GENE_TRP53 | Trp53 | 1081 | 4 | Gene | gene | TP53
38153635 | @GENE_ESR1 | Esr1 | 1087 | 4 | Gene | gene | ESR1
38153635 | @GENE_HOXA1 | Hoxa1 | 1093 | 5 | Gene | gene | HOXA1
38153635 | @GENE_TCP1 | Tcp1 | 1299 | 4 | Gene | gene | TRiC
38153635 | @GENE_TCP1 | Tcp1 | 1304 | 3 | Gene | gene | CCT
38164132 | @GENE_SIRPA | SIRPA | 32 | 9 | Gene | gene | SIRPalpha
38164132 | @GENE_SIRPA | SIRPA | 117 | 31 | Gene | gene | Signal-regulatory protein alpha
38164132 | @GENE_SIRPA | SIRPA | 150 | 9 | Gene | gene | SIRPalpha
38164132 | @GENE_SIRPA | SIRPA | 275 | 9 | Gene | gene | SIRPalpha
38164132 | @GENE_CD47 | Cd47 | 315 | 4 | Gene | gene | CD47
38164132 | @DISEASE_Neoplasms | Neoplasms | 376 | 5 | Disease | disease | tumor
38164132 | @GENE_SIRPA | SIRPA | 453 | 9 | Gene | gene | SIRPalpha
38164132 | @CHEMICAL_Copper_64 | Copper-64 | 838 | 4 | Chemical | chemical | 64Cu
38164132 | @DISEASE_Neoplasms | Neoplasms | 874 | 5 | Disease | disease | tumor
38164132 | @DISEASE_Neoplasms | Neoplasms | 1190 | 6 | Disease | disease | cancer
38348040 | @DISEASE_Bacterial_Infections | Bacterial Infections | 518 | 9 | Disease | disease | bacterial
38348040 | @DISEASE_Parasitic_Diseases | Parasitic Diseases | 529 | 9 | Disease | disease | parasitic
38348040 | @DISEASE_Virus_Diseases | Virus Diseases | 543 | 16 | Disease | disease | viral infections
38348040 | @GENE_LGALS3 | Lgals3 | 732 | 3 | Gene | gene | GBP
38348040 | @GENE_LGALS3 | Lgals3 | 1039 | 3 | Gene | gene | GBP
38348040 | @GENE_LGALS3 | Lgals3 | 1474 | 3 | Gene | gene | GBP
38348040 | @GENE_FURIN | FURIN | 1816 | 5 | Gene | gene | furin
38409551 | @GENE_USP38 | USP38 | 0 | 31 | Gene | gene | Ubiquitin specific peptidase 38
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 120 | 19 | Disease | disease | lung adenocarcinoma
38409551 | @GENE_USP38 | USP38 | 341 | 31 | Gene | gene | ubiquitin-specific peptidase 38
38409551 | @GENE_USP38 | USP38 | 374 | 5 | Gene | gene | USP38
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 403 | 19 | Disease | disease | lung adenocarcinoma
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 424 | 4 | Disease | disease | LUAD
38409551 | @GENE_USP38 | USP38 | 431 | 5 | Gene | gene | USP38
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 490 | 4 | Disease | disease | LUAD
38409551 | @GENE_USP38 | USP38 | 534 | 5 | Gene | gene | USP38
38409551 | @GENE_USP38 | USP38 | 598 | 5 | Gene | gene | USP38
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 646 | 4 | Disease | disease | LUAD
38409551 | @GENE_USP38 | USP38 | 770 | 5 | Gene | gene | USP38
38409551 | @GENE_KLF5 | KLF5 | 831 | 22 | Gene | gene | Kruppel-like factors 5
38409551 | @GENE_KLF5 | KLF5 | 855 | 4 | Gene | gene | KLF5
38409551 | @GENE_USP38 | USP38 | 960 | 5 | Gene | gene | USP38
38409551 | @GENE_KLF5 | KLF5 | 1021 | 4 | Gene | gene | KLF5
38409551 | @GENE_KLF5 | KLF5 | 1051 | 4 | Gene | gene | KLF5
38409551 | @GENE_PIAS1 | PIAS1 | 1109 | 5 | Gene | gene | PIAS1
38409551 | @GENE_USP38 | USP38 | 1139 | 5 | Gene | gene | USP38
38409551 | @GENE_SENP2 | SENP2 | 1167 | 5 | Gene | gene | SENP2
38409551 | @GENE_USP38 | USP38 | 1200 | 5 | Gene | gene | USP38
38409551 | @GENE_USP38 | USP38 | 1249 | 5 | Gene | gene | USP38
38409551 | @GENE_KLF5 | KLF5 | 1258 | 4 | Gene | gene | KLF5
38409551 | @GENE_KLF5 | KLF5 | 1308 | 4 | Gene | gene | KLF5
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 1384 | 4 | Disease | disease | LUAD
38409551 | @GENE_USP38 | USP38 | 1398 | 5 | Gene | gene | USP38
38409551 | @GENE_USP38 | USP38 | 1430 | 5 | Gene | gene | USP38
38409551 | @GENE_KLF5 | KLF5 | 1483 | 4 | Gene | gene | KLF5
38409551 | @DISEASE_Adenocarcinoma_of_Lung | Adenocarcinoma of Lung | 1537 | 4 | Disease | disease | LUAD
38459198 | @GENE_ESR1 | Esr1 | 0 | 17 | Gene | gene | Estrogen receptor
38459198 | @GENE_TEAD1 | TEAD1 | 38 | 5 | Gene | gene | TEAD1
38459198 | @DISEASE_Fatty_Liver | Fatty Liver | 73 | 17 | Disease | disease | hepatic steatosis
38459198 | @DISEASE_Obesity | Obesity | 117 | 7 | Disease | disease | obesity
38459198 | @DISEASE_Neoplasms | Neoplasms | 133 | 20 | Disease | disease | hepatic malignancies
38459198 | @GENE_ESR1 | Esr1 | 236 | 17 | Gene | gene | estrogen receptor
38459198 | @GENE_ESR1 | Esr1 | 255 | 2 | Gene | gene | ER
38459198 | @DISEASE_Liver_Diseases | Liver Diseases | 325 | 14 | Disease | disease | liver diseases
38459198 | @GENE_ESR1 | Esr1 | 471 | 2 | Gene | gene | ER
38459198 | @GENE_ESR1 | Esr1 | 569 | 2 | Gene | gene | ER
38459198 | @CHEMICAL_Lipids | Lipids | 619 | 5 | Chemical | chemical | lipid
38459198 | @GENE_EREG | EREG | 736 | 2 | Gene | gene | ER
38459198 | @DISEASE_Liver_Diseases | Liver Diseases | 835 | 56 | Disease | disease | metabolic dysfunction-associated steatotic liver disease
38459198 | @DISEASE_Liver_Diseases | Liver Diseases | 893 | 5 | Disease | disease | MASLD
38459198 | @GENE_TEAD1 | TEAD1 | 945 | 5 | Gene | gene | TEAD1
38459198 | @GENE_TEAD1 | TEAD1 | 952 | 5 | Gene | gene | TEAD1
38459198 | @DISEASE_Liver_Diseases | Liver Diseases | 982 | 5 | Disease | disease | MASLD
38459198 | @CHEMICAL_Lipids | Lipids | 1068 | 5 | Chemical | chemical | lipid
38459198 | @DISEASE_Fatty_Liver | Fatty Liver | 1134 | 9 | Disease | disease | steatosis
