36232721 | @DISEASE_Liver_Failure | Liver Failure | 9 | 21 | Disease | disease | and Liver Homeostasis
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 1339 | 11 | Chemical | chemical | doxorubicin
38533538 | @GENE_CXCR4 | Cxcr4 | 1381 | 5 | Gene | gene | CXCR4
38533538 | @DISEASE_Neoplasms | Neoplasms | 1398 | 5 | Disease | disease | tumor
38533538 | @DISEASE_Neoplasms | Neoplasms | 1424 | 6 | Disease | disease | cancer
38533538 | @DISEASE_Neoplasms | Neoplasms | 1471 | 5 | Disease | disease | tumor
38533538 | @GENE_TMEM173 | Tmem173 | 1488 | 5 | Gene | gene | STING
38533538 | @CHEMICAL_Manganese | Manganese | 1533 | 9 | Chemical | chemical | manganese
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 1547 | 11 | Chemical | chemical | doxorubicin
38533538 | @DISEASE_Neoplasms | Neoplasms | 1614 | 5 | Disease | disease | tumor
38533538 | @CHEMICAL_Manganese | Manganese | 1737 | 9 | Chemical | chemical | manganese
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 1747 | 11 | Chemical | chemical | doxorubicin
38533538 | @DISEASE_Neoplasms | Neoplasms | 1798 | 5 | Disease | disease | tumor
38533538 | @DISEASE_Neoplasms | Neoplasms | 1972 | 5 | Disease | disease | tumor
38533538 | @CHEMICAL_Manganese | Manganese | 2032 | 9 | Chemical | chemical | manganese
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 2042 | 11 | Chemical | chemical | doxorubicin
38533538 | @DISEASE_Neoplasms | Neoplasms | 2102 | 6 | Disease | disease | cancer
38533538 | @DISEASE_Neoplasms | Neoplasms | 2139 | 5 | Disease | disease | tumor
38553476 | @GENE_CXCR4 | CXCR4 | 26 | 5 | Gene | gene | CXCR4
38553476 | @DISEASE_Neoplasms | Neoplasms | 57 | 17 | Disease | disease | cancer metastasis
38553476 | @GENE_CXCR4 | CXCR4 | 852 | 5 | Gene | gene | CXCR4
38553476 | @DISEASE_Breast_Neoplasms | Breast Neoplasms | 882 | 13 | Disease | disease | breast cancer
38581990 | @GENE_CD274 | CD274 | 23 | 5 | Gene | gene | PD-L1
38581990 | @GENE_CXCR4 | CXCR4 | 33 | 5 | Gene | gene | CXCR4
38581990 | @DISEASE_Pancreatitis | Pancreatitis | 51 | 10 | Disease | disease | pancreatic
38581990 | @DISEASE_Neoplasms | Neoplasms | 85 | 6 | Disease | disease | tumour
38581990 | @DISEASE_Neoplasms | Neoplasms | 118 | 6 | Disease | disease | tumour
38581990 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 143 | 32 | Disease | disease | Pancreatic ductal adenocarcinoma
38581990 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 177 | 4 | Disease | disease | PDAC
38581990 | @DISEASE_Neoplasms | Neoplasms | 202 | 10 | Disease | disease | malignancy
38581990 | @DISEASE_Neoplasms | Neoplasms | 244 | 6 | Disease | disease | tumour
38581990 | @GENE_CXCL12 | CXCL12 | 297 | 24 | Gene | gene | Stromal-derived factor-1
38581990 | @GENE_CXCL12 | CXCL12 | 323 | 5 | Gene | gene | SDF-1
38581990 | @DISEASE_Neoplasms | Neoplasms | 363 | 6 | Disease | disease | tumour
38581990 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 419 | 4 | Disease | disease | PDAC
38581990 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 435 | 10 | Disease | disease | metastasis
38581990 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 608 | 4 | Disease | disease | PDAC
38581990 | @GENE_CXCL12 | CXCL12 | 653 | 5 | Gene | gene | SDF-1
38581990 | @GENE_CXCR4 | CXCR4 | 659 | 5 | Gene | gene | CXCR4
38581990 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 733 | 17 | Disease | disease | pancreatic cancer
38581990 | @GENE_CXCL12 | CXCL12 | 833 | 5 | Gene | gene | SDF-1
38581990 | @DISEASE_Pancreatitis | Pancreatitis | 842 | 10 | Disease | disease | pancreatic
38581990 | @GENE_ACTA1 | ACTA1 | 929 | 9 | Gene | gene | alpha-SMA
38581990 | @DISEASE_Neoplasms | Neoplasms | 978 | 6 | Disease | disease | cancer
38581990 | @GENE_PIK3CD | PIK3CD | 1030 | 4 | Gene | gene | PI3K
38581990 | @GENE_AKT1 | AKT1 | 1035 | 3 | Gene | gene | AKT
38581990 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1076 | 17 | Disease | disease | pancreatic tumour
38581990 | @DISEASE_Neoplasms | Neoplasms | 1159 | 6 | Disease | disease | tumour
38581990 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1307 | 17 | Disease | disease | pancreatic tumour
38581990 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1420 | 17 | Disease | disease | pancreatic cancer
38598844 | @GENE_CYBB | CYBB | 67 | 4 | Gene | gene | NOX2
38598844 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 72 | 3 | Chemical | chemical | ROS
38598844 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 117 | 17 | Disease | disease | pancreatic cancer
38598844 | @DISEASE_Inflammation | Inflammation | 184 | 12 | Disease | disease | inflammation
38598844 | @DISEASE_Neoplasms | Neoplasms | 213 | 5 | Disease | disease | tumor
38598844 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 233 | 10 | Disease | disease | metastasis
38598844 | @DISEASE_Inflammation | Inflammation | 285 | 12 | Disease | disease | inflammation
38598844 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 307 | 17 | Disease | disease | pancreatic cancer
38598844 | @DISEASE_Neoplasms | Neoplasms | 390 | 20 | Disease | disease | periampullary cancer
38598844 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 412 | 32 | Disease | disease | pancreatic ductal adenocarcinoma
38598844 | @DISEASE_Anophthalmia_with_pulmonary_hypoplasia | Anophthalmia with pulmonary hypoplasia | 446 | 4 | Disease | disease | PDAC
38598844 | @DISEASE_Neoplasms | Neoplasms | 458 | 19 | Disease | disease | ampullary carcinoma
38598844 | @DISEASE_Cholangiocarcinoma | Cholangiocarcinoma | 483 | 18 | Disease | disease | cholangiocarcinoma
38598844 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 524 | 17 | Disease | disease | pancreatic cancer
38598844 | @GENE_CYBB | CYBB | 823 | 4 | Gene | gene | NOX2
38598844 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 836 | 23 | Chemical | chemical | reactive oxygen species
38598844 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 861 | 3 | Chemical | chemical | ROS
38598844 | @DISEASE_Anophthalmia_with_pulmonary_hypoplasia | Anophthalmia with pulmonary hypoplasia | 1134 | 4 | Disease | disease | PDAC
38598844 | @GENE_CYBB | CYBB | 1291 | 4 | Gene | gene | NOX2
38598844 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 1304 | 3 | Chemical | chemical | ROS
38598844 | @GENE_CYBB | CYBB | 1314 | 4 | Gene | gene | NOX2
38598844 | @DISEASE_Neoplasms | Neoplasms | 1354 | 6 | Disease | disease | tumors
38598844 | @DISEASE_Anophthalmia_with_pulmonary_hypoplasia | Anophthalmia with pulmonary hypoplasia | 1366 | 4 | Disease | disease | PDAC
38598844 | @DISEASE_Inflammation | Inflammation | 1517 | 20 | Disease | disease | myeloid inflammation
38598844 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1603 | 10 | Disease | disease | metastasis
38598844 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1700 | 10 | Disease | disease | metastasis
38598844 | @DISEASE_Neoplasms | Neoplasms | 1732 | 5 | Disease | disease | tumor
38598844 | @GENE_CYBB | CYBB | 1787 | 4 | Gene | gene | NOX2
38598844 | @DISEASE_Inflammation | Inflammation | 1816 | 12 | Disease | disease | inflammation
38598844 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1841 | 10 | Disease | disease | metastasis
38598844 | @GENE_CYBB | CYBB | 1883 | 4 | Gene | gene | NOX2
38598844 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 1896 | 3 | Chemical | chemical | ROS
38598844 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1979 | 17 | Disease | disease | pancreatic cancer
38614386 | @DISEASE_Neoplasms | Neoplasms | 12 | 5 | Disease | disease | tumor
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 29 | 10 | Disease | disease | metastasis
38614386 | @GENE_CXCR4 | CXCR4 | 131 | 5 | Gene | gene | CXCR4
38614386 | @GENE_PIK3CD | PIK3CD | 137 | 4 | Gene | gene | PI3K
38614386 | @GENE_AKT1 | AKT1 | 142 | 3 | Gene | gene | AKT
38614386 | @DISEASE_Neoplasms | Neoplasms | 203 | 5 | Disease | disease | tumor
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 468 | 10 | Disease | disease | metastasis
38614386 | @DISEASE_Neoplasms | Neoplasms | 600 | 5 | Disease | disease | tumor
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 640 | 10 | Disease | disease | metastasis
38614386 | @DISEASE_Calcinosis_Cutis | Calcinosis Cutis | 815 | 10 | Disease | disease | metastatic
38614386 | @DISEASE_Neoplasms | Neoplasms | 826 | 6 | Disease | disease | tumors
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 896 | 10 | Disease | disease | metastasis
38614386 | @GENE_CXCR4 | CXCR4 | 979 | 5 | Gene | gene | CXCR4
38614386 | @GENE_PIK3CD | PIK3CD | 1004 | 4 | Gene | gene | PI3K
38614386 | @GENE_AKT1 | AKT1 | 1009 | 3 | Gene | gene | AKT
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1076 | 10 | Disease | disease | metastasis
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1154 | 10 | Disease | disease | metastasis
38614386 | @GENE_CXCR4 | CXCR4 | 1241 | 5 | Gene | gene | CXCR4
38614386 | @GENE_PIK3CD | PIK3CD | 1247 | 4 | Gene | gene | PI3K
38614386 | @GENE_AKT1 | AKT1 | 1252 | 3 | Gene | gene | AKT
38614386 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1337 | 16 | Disease | disease | tumor metastasis
9346884 | @GENE_CXCR4 | CXCR4 | 32 | 5 | Gene | gene | CXCR4
9346884 | @GENE_CXCL12 | CXCL12 | 170 | 5 | Gene | gene | SDF-1
9346884 | @GENE_CXCR4 | CXCR4 | 250 | 5 | Gene | gene | fusin
9346884 | @GENE_CXCR4 | CXCR4 | 256 | 5 | Gene | gene | CXCR4
9346884 | @GENE_CXCR4 | CXCR4 | 262 | 5 | Gene | gene | LESTR
9346884 | @GENE_CXCR4 | CXCR4 | 269 | 53 | Gene | gene | leukocyte-derived seven-transmembrane domain receptor
9346884 | @GENE_CXCL12 | CXCL12 | 358 | 5 | Gene | gene | SDF-1
9346884 | @CHEMICAL_Calcium | Calcium | 400 | 7 | Chemical | chemical | calcium
9346884 | @GENE_CXCL12 | CXCL12 | 489 | 5 | Gene | gene | SDF-1
9346884 | @CHEMICAL_Calcium | Calcium | 514 | 7 | Chemical | chemical | calcium
9346884 | @GENE_CXCR4 | CXCR4 | 625 | 5 | Gene | gene | CXCR4
9346884 | @GENE_CXCL12 | CXCL12 | 650 | 5 | Gene | gene | SDF-1
9346884 | @GENE_CXCR4 | CXCR4 | 731 | 5 | Gene | gene | CXCR4
9346884 | @GENE_CXCL12 | CXCL12 | 761 | 5 | Gene | gene | SDF-1
9346884 | @GENE_CXCR4 | CXCR4 | 809 | 5 | Gene | gene | CXCR4
9346884 | @GENE_CXCL12 | CXCL12 | 847 | 5 | Gene | gene | SDF-1
9346884 | @GENE_CXCL12 | CXCL12 | 909 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCR4 | CXCR4 | 23 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CD34 | CD34 | 46 | 4 | Gene | gene | CD34
9616148 | @DISEASE_Leukemia | Leukemia | 82 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCL12 | CXCL12 | 148 | 29 | Gene | gene | stromal cell-derived factor-1
9616148 | @GENE_CXCL12 | CXCL12 | 193 | 29 | Gene | gene | stromal cell-derived factor-1
9616148 | @GENE_CXCL12 | CXCL12 | 224 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCR4 | Cxcr4 | 248 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CXCR4 | Cxcr4 | 256 | 5 | Gene | gene | fusin
9616148 | @GENE_CXCR4 | Cxcr4 | 263 | 5 | Gene | gene | LESTR
9616148 | @GENE_CXCL12 | Cxcl12 | 416 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCL12 | Cxcl12 | 467 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CD34 | Cd34 | 476 | 4 | Gene | gene | CD34
9616148 | @DISEASE_Leukemia | Leukemia | 513 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCR4 | CXCR4 | 625 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CD34 | CD34 | 652 | 4 | Gene | gene | CD34
9616148 | @DISEASE_Leukemia | Leukemia | 674 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCL12 | CXCL12 | 703 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCR4 | CXCR4 | 830 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CD34 | CD34 | 901 | 4 | Gene | gene | CD34
9616148 | @GENE_CD34 | CD34 | 973 | 4 | Gene | gene | CD34
9616148 | @GENE_CD38 | CD38 | 979 | 4 | Gene | gene | CD38
9616148 | @GENE_CD34 | CD34 | 989 | 4 | Gene | gene | CD34
9616148 | @GENE_THY1 | THY1 | 995 | 5 | Gene | gene | Thy-1
9616148 | @GENE_CD34 | CD34 | 1058 | 4 | Gene | gene | CD34
9616148 | @GENE_CXCL12 | CXCL12 | 1131 | 5 | Gene | gene | SDF-1
9616148 | @DISEASE_Leukemia | Leukemia | 1200 | 8 | Disease | disease | Leukemic
9616148 | @GENE_CD34 | CD34 | 1224 | 4 | Gene | gene | CD34
9616148 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1250 | 27 | Disease | disease | acute myeloblastic leukemia
9616148 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1279 | 3 | Disease | disease | AML
9616148 | @GENE_CXCR4 | CXCR4 | 1314 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CXCL12 | CXCL12 | 1407 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCR4 | CXCR4 | 1480 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CXCR4 | CXCR4 | 1547 | 6 | Gene | gene | CXCR-4
9616148 | @DISEASE_Leukemia | Leukemia | 1563 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCL12 | CXCL12 | 1634 | 5 | Gene | gene | SDF-1
9616148 | @GENE_CXCR4 | CXCR4 | 1659 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CD34 | CD34 | 1698 | 4 | Gene | gene | CD34
9616148 | @DISEASE_Leukemia | Leukemia | 1704 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCR4 | CXCR4 | 1796 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CXCR4 | CXCR4 | 1911 | 6 | Gene | gene | CXCR-4
9616148 | @DISEASE_Leukemia | Leukemia | 1949 | 8 | Disease | disease | leukemic
9616148 | @GENE_CXCR4 | CXCR4 | 1987 | 6 | Gene | gene | CXCR-4
9616148 | @GENE_CD34 | CD34 | 2010 | 4 | Gene | gene | CD34
9616148 | @GENE_CXCR4 | CXCR4 | 2146 | 6 | Gene | gene | CXCR-4
9616148 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 2194 | 3 | Disease | disease | AML
9616148 | @DISEASE_Leukemia | Leukemia | 2198 | 8 | Disease | disease | leukemic
11739738 | @GENE_NXF1 | NXF1 | 13 | 3 | Gene | gene | Tap
11739738 | @GENE_NXT1 | NXT1 | 17 | 4 | Gene | gene | NXT1
11739738 | @GENE_NXF1 | NXF1 | 45 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 135 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 398 | 3 | Gene | gene | Tap
11739738 | @GENE_NXT1 | NXT1 | 464 | 4 | Gene | gene | NXT1
11739738 | @GENE_NXF1 | NXF1 | 520 | 3 | Gene | gene | Tap
11739738 | @GENE_NXT1 | NXT1 | 601 | 4 | Gene | gene | NXT1
11739738 | @GENE_NXF1 | NXF1 | 619 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 718 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 803 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 857 | 3 | Gene | gene | Tap
11739738 | @GENE_NXT1 | NXT1 | 861 | 4 | Gene | gene | NXT1
11739738 | @GENE_AGFG2 | AGFG2 | 887 | 11 | Gene | gene | nucleoporin
11739738 | @GENE_NXF1 | NXF1 | 964 | 3 | Gene | gene | Tap
11739738 | @GENE_NXT1 | NXT1 | 968 | 4 | Gene | gene | NXT1
11739738 | @GENE_AGFG2 | AGFG2 | 973 | 11 | Gene | gene | nucleoporin
11739738 | @GENE_NXT1 | NXT1 | 1107 | 4 | Gene | gene | NXT1
11739738 | @CHEMICAL_Poly_A | Poly A | 1138 | 10 | Chemical | chemical | poly(A)(+)
11739738 | @GENE_NXT1 | NXT1 | 1260 | 4 | Gene | gene | NXT1
11739738 | @CHEMICAL_Poly_A | Poly A | 1332 | 10 | Chemical | chemical | poly(A)(+)
11739738 | @GENE_NXT1 | NXT1 | 1397 | 4 | Gene | gene | NXT1
11739738 | @GENE_NXF1 | NXF1 | 1462 | 3 | Gene | gene | Tap
11739738 | @GENE_NXF1 | NXF1 | 1531 | 3 | Gene | gene | Tap
12524273 | @GENE_CXCR4 | CXCR4 | 113 | 5 | Gene | gene | CXCR4
12524273 | @GENE_CXCR4 | CXCR4 | 472 | 5 | Gene | gene | CXCR4
12524273 | @GENE_CXCR4 | CXCR4 | 693 | 5 | Gene | gene | CXCR4
12524273 | @GENE_CXCR4 | CXCR4 | 723 | 5 | Gene | gene | CXCR4
12524273 | @GENE_CXCR4 | CXCR4 | 1324 | 5 | Gene | gene | CXCR4
12524273 | @GENE_CXCR4 | CXCR4 | 1493 | 5 | Gene | gene | CXCR4
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 80 | 11 | Chemical | chemical | zearalenone
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 359 | 11 | Chemical | chemical | zearalenone
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 372 | 3 | Chemical | chemical | ZEN
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 469 | 3 | Chemical | chemical | ZEN
32454255 | @DISEASE_Carcinogenesis | Carcinogenesis | 563 | 14 | Disease | disease | carcinogenesis
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 745 | 3 | Chemical | chemical | ZEN
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 821 | 3 | Chemical | chemical | ZEN
32454255 | @GENE_ESR1 | ESR1 | 906 | 7 | Gene | gene | ERalpha
32454255 | @GENE_MAPK3 | MAPK3 | 1014 | 6 | Gene | gene | ERK1/2
32454255 | @GENE_CDX2 | CDX2 | 1022 | 4 | Gene | gene | CDX2
32454255 | @GENE_HIF1A | HIF1A | 1031 | 9 | Gene | gene | HIF1alpha
32454255 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1046 | 8 | Disease | disease | toxicity
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 1058 | 3 | Chemical | chemical | ZEN
32454255 | @GENE_CXCR4 | CXCR4 | 1150 | 5 | Gene | gene | CXCR4
32454255 | @GENE_CXCL12 | CXCL12 | 1156 | 5 | Gene | gene | SDF-1
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 1262 | 3 | Chemical | chemical | ZEN
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 1328 | 3 | Chemical | chemical | ZEN
32454255 | @DISEASE_Neoplasms | Neoplasms | 1437 | 6 | Disease | disease | cancer
32454255 | @DISEASE_Polyradiculoneuropathy_Chronic_Inflammatory_Demyelinating | Polyradiculoneuropathy Chronic Inflammatory Demyelinating | 1448 | 30 | Disease | disease | chronic inflammatory disorders
32454255 | @DISEASE_Endocrine_System_Diseases | Endocrine System Diseases | 1558 | 19 | Disease | disease | endocrine disruptor
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 1590 | 3 | Chemical | chemical | ZEN
32454255 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 1827 | 16 | Disease | disease | immune disorders
32454255 | @DISEASE_Neoplasms | Neoplasms | 1848 | 6 | Disease | disease | cancer
32454255 | @CHEMICAL_Zearalenone | Zearalenone | 1883 | 3 | Chemical | chemical | ZEN
34535679 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 25 | 29 | Disease | disease | triple negative breast cancer
34535679 | @GENE_EGFR | EGFR | 102 | 4 | Gene | gene | EGFR
34535679 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 163 | 29 | Disease | disease | triple-negative breast cancer
34535679 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 194 | 4 | Disease | disease | TNBC
34535679 | @GENE_EGFR | EGFR | 245 | 4 | Gene | gene | EGFR
34535679 | @DISEASE_Neoplasms | Neoplasms | 281 | 5 | Disease | disease | tumor
34535679 | @DISEASE_Neoplasms | Neoplasms | 798 | 6 | Disease | disease | tumors
34535679 | @GENE_SOX2 | SOX2 | 841 | 4 | Gene | gene | SOX2
34535679 | @GENE_CXCR4 | CXCR4 | 850 | 5 | Gene | gene | CXCR4
34535679 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 983 | 4 | Disease | disease | TNBC
35002459 | @DISEASE_Peri_Implantitis | Peri-Implantitis | 42 | 16 | Disease | disease | peri-implantitis
35002459 | @DISEASE_Peri_Implantitis | Peri-Implantitis | 108 | 16 | Disease | disease | Peri-implantitis
35002459 | @DISEASE_Inflammation | Inflammation | 142 | 12 | Disease | disease | inflammatory
35002459 | @DISEASE_Peri_Implantitis | Peri-Implantitis | 380 | 16 | Disease | disease | peri-implantitis
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 29 | 17 | Chemical | chemical | dimethyl fumarate
35016591 | @DISEASE_Coronary_Disease | Coronary Disease | 114 | 22 | Disease | disease | coronary heart disease
35016591 | @DISEASE_Atherosclerosis | Atherosclerosis | 229 | 13 | Disease | disease | atherogenesis
35016591 | @DISEASE_Rupture | Rupture | 267 | 7 | Disease | disease | rupture
35016591 | @DISEASE_Myocardial_Infarction | Myocardial Infarction | 317 | 21 | Disease | disease | myocardial infarction
35016591 | @DISEASE_Plaque_Atherosclerotic | Plaque Atherosclerotic | 402 | 23 | Disease | disease | atherosclerotic plaques
35016591 | @DISEASE_Atherosclerosis | Atherosclerosis | 466 | 23 | Disease | disease | atherosclerotic disease
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 491 | 17 | Chemical | chemical | Dimethyl fumarate
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 510 | 3 | Chemical | chemical | DMF
35016591 | @CHEMICAL_Fumarates | Fumarates | 556 | 19 | Chemical | chemical | fumaric acid esters
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 762 | 3 | Chemical | chemical | DMF
35016591 | @GENE_CCR7 | CCR7 | 870 | 20 | Gene | gene | chemokine receptor 7
35016591 | @GENE_CCR7 | CCR7 | 892 | 4 | Gene | gene | CCR7
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 913 | 3 | Chemical | chemical | DMF
35016591 | @GENE_CD86 | CD86 | 984 | 4 | Gene | gene | CD86
35016591 | @GENE_CCR7 | CCR7 | 1024 | 4 | Gene | gene | CCR7
35016591 | @GENE_CXCR4 | CXCR4 | 1037 | 32 | Gene | gene | C-X-C motif chemokine receptor 4
35016591 | @GENE_CXCR4 | CXCR4 | 1071 | 5 | Gene | gene | CXCR4
35016591 | @DISEASE_ST_Elevation_Myocardial_Infarction | ST Elevation Myocardial Infarction | 1145 | 42 | Disease | disease | ST-segment elevation myocardial infarction
35016591 | @DISEASE_ST_Elevation_Myocardial_Infarction | ST Elevation Myocardial Infarction | 1189 | 5 | Disease | disease | STEMI
35016591 | @CHEMICAL_Dimethyl_Fumarate | Dimethyl Fumarate | 1264 | 3 | Chemical | chemical | DMF
35016591 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 1291 | 22 | Disease | disease | cardiovascular disease
36579657 | @GENE_CXCR4 | Cxcr4 | 12 | 5 | Gene | gene | CXCR4
36579657 | @CHEMICAL_Isoproterenol | Isoproterenol | 59 | 13 | Chemical | chemical | isoproterenol
36579657 | @DISEASE_Heart_Failure | Heart Failure | 96 | 13 | Disease | disease | heart failure
36579657 | @GENE_CXCR4 | Cxcr4 | 111 | 5 | Gene | gene | CXCR4
36579657 | @GENE_CXCL12 | Cxcl12 | 179 | 5 | Gene | gene | SDF-1
36579657 | @GENE_CXCR4 | Cxcr4 | 305 | 5 | Gene | gene | CXCR4
36579657 | @GENE_CXCR4 | Cxcr4 | 382 | 5 | Gene | gene | CXCR4
36579657 | @GENE_GLUL | Glul | 447 | 2 | Gene | gene | Gs
36579657 | @DISEASE_Heart_Diseases | Heart Diseases | 468 | 19 | Disease | disease | cardiac dysfunction
