38613283 | @CHEMICAL_Tungsten | Tungsten | 242 | 1 | Chemical | chemical | W
25220254 | @CHEMICAL_Glucose | Glucose | 146 | 7 | Chemical | chemical | glucose
25220254 | @CHEMICAL_Glucose | Glucose | 184 | 7 | Chemical | chemical | glucose
25220254 | @CHEMICAL_Glucose | Glucose | 289 | 7 | Chemical | chemical | glucose
25220254 | @DISEASE_Infections | Infections | 334 | 9 | Disease | disease | infection
25220254 | @CHEMICAL_Glucose | Glucose | 422 | 7 | Chemical | chemical | glucose
25220254 | @CHEMICAL_Glucose | Glucose | 589 | 7 | Chemical | chemical | glucose
25220254 | @GENE_TMEM132A | TMEM132A | 711 | 33 | Gene | gene | glucose/galactose-binding protein
25220254 | @GENE_TMEM132A | TMEM132A | 746 | 3 | Gene | gene | GBP
25220254 | @VARIANT_p.H152C_TMEM132A_human | p.H152C | 761 | 5 | Variant | variant | H152C
25220254 | @VARIANT_p.H152C_TMEM132A_human | p.H152C | 771 | 5 | Variant | variant | H152C
25220254 | @VARIANT_p.A213R_TMEM132A_human | p.A213R | 777 | 5 | Variant | variant | A213R
25220254 | @GENE_TMEM132A | TMEM132A | 846 | 3 | Gene | gene | GBP
25220254 | @VARIANT_p.H152C_TMEM132A_human | p.H152C | 850 | 5 | Variant | variant | H152C
25220254 | @VARIANT_p.A213R_TMEM132A_human | p.A213R | 856 | 5 | Variant | variant | A213R
25220254 | @CHEMICAL_6_bromoacetyl_2_dimethylaminonaphthalene | 6-bromoacetyl-2-dimethylaminonaphthalene | 862 | 5 | Chemical | chemical | BADAN
25220254 | @CHEMICAL_Glucose | Glucose | 918 | 7 | Chemical | chemical | glucose
25220254 | @CHEMICAL_Glucose | Glucose | 985 | 7 | Chemical | chemical | glucose
25220254 | @CHEMICAL_Glucose | Glucose | 1087 | 7 | Chemical | chemical | glucose
25220254 | @GENE_TMEM132A | TMEM132A | 1212 | 3 | Gene | gene | GBP
25220254 | @VARIANT_p.H152C_TMEM132A_human | p.H152C | 1216 | 5 | Variant | variant | H152C
25220254 | @VARIANT_p.A213R_TMEM132A_human | p.A213R | 1222 | 5 | Variant | variant | A213R
25220254 | @CHEMICAL_6_bromoacetyl_2_dimethylaminonaphthalene | 6-bromoacetyl-2-dimethylaminonaphthalene | 1228 | 5 | Chemical | chemical | BADAN
25220254 | @CHEMICAL_Glucose | Glucose | 1349 | 7 | Chemical | chemical | glucose
25220254 | @GENE_TMEM132A | TMEM132A | 1424 | 3 | Gene | gene | GBP
25220254 | @CHEMICAL_Glucose | Glucose | 1456 | 7 | Chemical | chemical | glucose
25475418 | @DISEASE_Liver_Diseases | Liver Diseases | 50 | 14 | Disease | disease | liver diseases
25475418 | @DISEASE_Hepatitis_B | Hepatitis B | 66 | 33 | Disease | disease | Hepatitis B virus (HBV) infection
25475418 | @DISEASE_Hepatitis_B | Hepatitis B | 265 | 13 | Disease | disease | HBV infection
25475418 | @DISEASE_Hepatitis_B | Hepatitis B | 553 | 13 | Disease | disease | HBV infection
25475418 | @DISEASE_Liver_Diseases | Liver Diseases | 599 | 13 | Disease | disease | liver disease
25475418 | @GENE_HLA_A | HLA-A | 667 | 3 | Gene | gene | HLA
25475418 | @GENE_HLA_DPB1 | HLA-DPB1 | 679 | 6 | Gene | gene | HLA-DP
25475418 | @GENE_MICA | MICA | 706 | 4 | Gene | gene | MICA
25475418 | @GENE_KIF1B | KIF1B | 713 | 5 | Gene | gene | KIF1B
25475418 | @GENE_DEPDC5 | DEPDC5 | 720 | 6 | Gene | gene | DEPDC5
25475418 | @GENE_PNPLA3 | PNPLA3 | 731 | 6 | Gene | gene | PNPLA3
25475418 | @DISEASE_Hepatitis_B | Hepatitis B | 748 | 13 | Disease | disease | HBV infection
25475418 | @GENE_CTNNB1 | CTNNB1 | 989 | 12 | Gene | gene | beta-catenin
25475418 | @GENE_TP53 | TP53 | 1003 | 3 | Gene | gene | p53
25475418 | @GENE_KMT2A | KMT2A | 1219 | 3 | Gene | gene | MLL
25475418 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1255 | 24 | Disease | disease | hepatocellular carcinoma
25475418 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1281 | 3 | Disease | disease | HCC
25475418 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1375 | 3 | Disease | disease | HCC
25475418 | @DISEASE_Virus_Diseases | Virus Diseases | 1390 | 15 | Disease | disease | viral infection
25475418 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1479 | 3 | Disease | disease | HCC
25475418 | @VARIANT_c.1896G>A_KIF1B_human | c.1896G>A | 1538 | 6 | Variant | variant | G1896A
25475418 | @VARIANT_p.M204V_TP53_human | p.M204V | 1548 | 5 | Variant | variant | M204V
25475418 | @VARIANT_p.M204V_TP53_human | p.M204I | 1557 | 5 | Variant | variant | M204I
25475418 | @DISEASE_Carcinogenesis | Carcinogenesis | 1600 | 27 | Disease | disease | carcinogenesis of the liver
25475418 | @DISEASE_Liver_Diseases | Liver Diseases | 1991 | 14 | Disease | disease | liver diseases
25768574 | @CHEMICAL_Silicates | Silicates | 228 | 8 | Chemical | chemical | silicate
25768574 | @CHEMICAL_mica | mica | 237 | 4 | Chemical | chemical | mica
25768574 | @CHEMICAL_Silicates | Silicates | 2106 | 8 | Chemical | chemical | silicate
25768574 | @CHEMICAL_mica | mica | 2115 | 4 | Chemical | chemical | mica
26565253 | @CHEMICAL_Water | Water | 37 | 5 | Chemical | chemical | water
26565253 | @CHEMICAL_Water | Water | 167 | 5 | Chemical | chemical | water
26565253 | @CHEMICAL_Water | Water | 410 | 5 | Chemical | chemical | water
26565253 | @CHEMICAL_mica | mica | 425 | 4 | Chemical | chemical | mica
26565253 | @CHEMICAL_Water | Water | 577 | 5 | Chemical | chemical | water
26565253 | @CHEMICAL_Water | Water | 1247 | 5 | Chemical | chemical | water
29263266 | @DISEASE_HIV_Infections | HIV Infections | 40 | 13 | Disease | disease | HIV Infection
29263266 | @DISEASE_HIV_Infections | HIV Infections | 214 | 13 | Disease | disease | HIV infection
29263266 | @DISEASE_HIV_Infections | HIV Infections | 334 | 13 | Disease | disease | HIV infection
29263266 | @CHEMICAL_Galactose | Galactose | 1767 | 9 | Chemical | chemical | galactose
29263266 | @CHEMICAL_Galactose | Galactose | 1778 | 3 | Chemical | chemical | Gal
29263266 | @CHEMICAL_Polysaccharides | Polysaccharides | 1964 | 7 | Chemical | chemical | glycans
29263266 | @DISEASE_HIV_Infections | HIV Infections | 2416 | 3 | Disease | disease | HIV
30451821 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 160 | 21 | Disease | disease | autoimmune conditions
30451821 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 190 | 41 | Disease | disease | experimental autoimmune encephalomyelitis
30451821 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 233 | 3 | Disease | disease | EAE
30451821 | @GENE_SUMO3 | Sumo3 | 395 | 5 | Gene | gene | Sumo3
30451821 | @GENE_SUMO1 | Sumo1 | 410 | 5 | Gene | gene | Sumo1
30451821 | @GENE_SUMO3 | Sumo3 | 540 | 5 | Gene | gene | SUMO3
30451821 | @GENE_PIAS4 | Pias4 | 568 | 5 | Gene | gene | PIAS4
30451821 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 740 | 3 | Disease | disease | EAE
30451821 | @GENE_KAT2A | Kat2a | 886 | 5 | Gene | gene | KAT2A
30451821 | @GENE_NCOA1 | Ncoa1 | 925 | 4 | Gene | gene | SRC1
30742113 | @DISEASE_Neoplasms | Neoplasms | 65 | 7 | Disease | disease | cancers
30742113 | @DISEASE_Neoplasms | Neoplasms | 74 | 5 | Disease | disease | Tumor
30742113 | @DISEASE_Neoplasms | Neoplasms | 174 | 5 | Disease | disease | tumor
30742113 | @DISEASE_Neoplasms | Neoplasms | 313 | 5 | Disease | disease | tumor
30742113 | @GENE_IGH | IGH | 451 | 3 | Gene | gene | IgH
30742113 | @DISEASE_Neoplasms | Neoplasms | 465 | 6 | Disease | disease | Cancer
30742113 | @DISEASE_Neoplasms | Neoplasms | 595 | 7 | Disease | disease | cancers
30742113 | @GENE_MICA | MICA | 653 | 4 | Gene | gene | MICA
30742113 | @GENE_MICB | MICB | 662 | 4 | Gene | gene | MICB
30742113 | @DISEASE_Neoplasms | Neoplasms | 749 | 6 | Disease | disease | tumors
30742113 | @DISEASE_Neoplasms | Neoplasms | 975 | 5 | Disease | disease | tumor
30742113 | @DISEASE_Neoplasms | Neoplasms | 1039 | 5 | Disease | disease | tumor
30742113 | @GENE_IGH | IGH | 1104 | 3 | Gene | gene | IgH
31173242 | @CHEMICAL_Platinum | Platinum | 10 | 8 | Chemical | chemical | platinum
31173242 | @GENE_KLRK1 | KLRK1 | 59 | 31 | Gene | gene | natural killer group 2 member D
31173242 | @GENE_CD274 | CD274 | 100 | 32 | Gene | gene | programmed cell death-1 ligand 1
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 152 | 26 | Disease | disease | non-small cell lung cancer
31173242 | @CHEMICAL_Platinum | Platinum | 180 | 8 | Chemical | chemical | Platinum
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 255 | 26 | Disease | disease | non-small cell lung cancer
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 283 | 5 | Disease | disease | NSCLC
31173242 | @DISEASE_Neoplasms | Neoplasms | 300 | 6 | Disease | disease | tumors
31173242 | @GENE_KLRK1 | KLRK1 | 431 | 31 | Gene | gene | natural killer group 2 member D
31173242 | @GENE_KLRK1 | KLRK1 | 464 | 5 | Gene | gene | NKG2D
31173242 | @GENE_CD274 | CD274 | 480 | 32 | Gene | gene | programmed cell death-1 ligand 1
31173242 | @GENE_CD274 | CD274 | 514 | 5 | Gene | gene | PD-L1
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 600 | 5 | Disease | disease | NSCLC
31173242 | @CHEMICAL_Platinum | Platinum | 628 | 8 | Chemical | chemical | platinum
31173242 | @CHEMICAL_Cisplatin | Cisplatin | 727 | 9 | Chemical | chemical | cisplatin
31173242 | @GENE_KLRK1 | KLRK1 | 758 | 5 | Gene | gene | NKG2D
31173242 | @GENE_CD274 | CD274 | 773 | 5 | Gene | gene | PD-L1
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 798 | 5 | Disease | disease | NSCLC
31173242 | @GENE_CD274 | CD274 | 873 | 5 | Gene | gene | PD-L1
31173242 | @GENE_KLRK1 | KLRK1 | 900 | 5 | Gene | gene | NKG2D
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 929 | 5 | Disease | disease | NSCLC
31173242 | @DISEASE_Neoplasms | Neoplasms | 989 | 5 | Disease | disease | tumor
31173242 | @GENE_CD274 | CD274 | 1033 | 5 | Gene | gene | PD-L1
31173242 | @DISEASE_Neoplasms | Neoplasms | 1109 | 5 | Disease | disease | tumor
31173242 | @CHEMICAL_Cisplatin | Cisplatin | 1195 | 9 | Chemical | chemical | cisplatin
31173242 | @GENE_CD274 | CD274 | 1232 | 5 | Gene | gene | PD-L1
31173242 | @GENE_KLRK1 | KLRK1 | 1242 | 5 | Gene | gene | NKG2D
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1259 | 5 | Disease | disease | NSCLC
31173242 | @GENE_IFNG | IFNG | 1286 | 16 | Gene | gene | interferon gamma
31173242 | @GENE_IFNG | IFNG | 1304 | 8 | Gene | gene | IFNgamma
31173242 | @GENE_CD274 | CD274 | 1331 | 5 | Gene | gene | PD-L1
31173242 | @GENE_KLRK1 | KLRK1 | 1373 | 5 | Gene | gene | NKG2D
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1390 | 5 | Disease | disease | NSCLC
31173242 | @GENE_IFNG | IFNG | 1463 | 8 | Gene | gene | IFNgamma
31173242 | @GENE_CD274 | CD274 | 1496 | 5 | Gene | gene | PD-L1
31173242 | @GENE_KLRK1 | KLRK1 | 1524 | 5 | Gene | gene | NKG2D
31173242 | @CHEMICAL_tofacitinib | tofacitinib | 1577 | 11 | Chemical | chemical | tofacitinib
31173242 | @GENE_KLRK1 | KLRK1 | 1645 | 5 | Gene | gene | NKG2D
31173242 | @GENE_CD274 | CD274 | 1660 | 5 | Gene | gene | PD-L1
31173242 | @DISEASE_Neoplasms | Neoplasms | 1694 | 6 | Disease | disease | tumors
31173242 | @GENE_IFNG | IFNG | 1801 | 8 | Gene | gene | IFNgamma
31173242 | @DISEASE_Neoplasms | Neoplasms | 1818 | 5 | Disease | disease | tumor
31173242 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1905 | 5 | Disease | disease | NSCLC
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 120 | 32 | Disease | disease | pancreatic ductal adenocarcinoma
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 355 | 32 | Disease | disease | pancreatic ductal adenocarcinoma
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 389 | 4 | Disease | disease | PDAC
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 476 | 4 | Disease | disease | PDAC
31432181 | @DISEASE_Neoplasms | Neoplasms | 542 | 6 | Disease | disease | Cancer
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 626 | 4 | Disease | disease | PDAC
31432181 | @GENE_CCR5 | CCR5 | 936 | 4 | Gene | gene | CCR5
31432181 | @GENE_CCR6 | CCR6 | 1038 | 4 | Gene | gene | CCR6
31432181 | @GENE_CCR9 | CCR9 | 1105 | 4 | Gene | gene | CCR9
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1262 | 4 | Disease | disease | PDAC
31432181 | @GENE_CCR5 | CCR5 | 1288 | 4 | Gene | gene | CCR5
31432181 | @GENE_CCR6 | CCR6 | 1294 | 4 | Gene | gene | CCR6
31432181 | @GENE_CCR9 | CCR9 | 1303 | 4 | Gene | gene | CCR9
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1338 | 4 | Disease | disease | PDAC
31432181 | @GENE_CCR5 | CCR5 | 1396 | 4 | Gene | gene | CCR5
31432181 | @GENE_CCR6 | CCR6 | 1402 | 4 | Gene | gene | CCR6
31432181 | @GENE_CCR9 | CCR9 | 1411 | 4 | Gene | gene | CCR9
31432181 | @GENE_CCR6 | CCR6 | 1601 | 4 | Gene | gene | CCR6
31432181 | @GENE_CCR9 | CCR9 | 1610 | 4 | Gene | gene | CCR9
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1779 | 4 | Disease | disease | PDAC
31432181 | @GENE_CCR5 | CCR5 | 1823 | 4 | Gene | gene | CCR5
31432181 | @GENE_NDUFA9 | NDUFA9 | 1829 | 3 | Gene | gene | CC6
31432181 | @GENE_CCR9 | CCR9 | 1837 | 4 | Gene | gene | CCR9
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1845 | 4 | Disease | disease | PDAC
31432181 | @GENE_TP53 | TP53 | 1882 | 3 | Gene | gene | P53
31432181 | @GENE_NFKB1 | NFKB1 | 1887 | 26 | Gene | gene | nuclear factor (NF)-kappaB
31432181 | @GENE_CCR5 | CCR5 | 2035 | 4 | Gene | gene | CCR5
31432181 | @GENE_CCR6 | CCR6 | 2041 | 4 | Gene | gene | CCR6
31432181 | @GENE_CCR9 | CCR9 | 2050 | 4 | Gene | gene | CCR9
31432181 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 2107 | 4 | Disease | disease | PDAC
31714156 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 31 | 11 | Disease | disease | lung cancer
31714156 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 58 | 11 | Disease | disease | Lung cancer
31714156 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 172 | 12 | Disease | disease | lung cancers
31714156 | @DISEASE_Neoplasms | Neoplasms | 494 | 6 | Disease | disease | cancer
31714156 | @DISEASE_Neoplasms | Neoplasms | 618 | 5 | Disease | disease | tumor
31714156 | @DISEASE_Neoplasms | Neoplasms | 734 | 5 | Disease | disease | tumor
31714156 | @GENE_KIR2DL4 | KIR2DL4 | 889 | 3 | Gene | gene | KIR
31714156 | @GENE_CXADRP1 | CXADRP1 | 907 | 3 | Gene | gene | CAR
31714156 | @DISEASE_Neoplasms | Neoplasms | 1140 | 5 | Disease | disease | tumor
31714156 | @DISEASE_Lung_Neoplasms | Lung Neoplasms | 1459 | 11 | Disease | disease | lung cancer
31714156 | @GENE_ALK | ALK | 1539 | 3 | Gene | gene | ALK
31714156 | @GENE_CXADRP1 | CXADRP1 | 1572 | 3 | Gene | gene | CAR
31714156 | @GENE_CEACAM1 | CEACAM1 | 1644 | 8 | Gene | gene | CEACAM-1
31714156 | @GENE_CEACAM1 | CEACAM1 | 1654 | 57 | Gene | gene | carcinoembryonic antigen-related cell adhesion molecule 1
31714156 | @GENE_EGFR | EGFR | 1772 | 4 | Gene | gene | EGFR
31714156 | @GENE_EGFR | EGFR | 1778 | 32 | Gene | gene | epidermal growth factor receptor
31714156 | @GENE_EPCAM | EPCAM | 1855 | 5 | Gene | gene | EpCAM
31714156 | @GENE_CSF2 | CSF2 | 1897 | 6 | Gene | gene | GM-CSF
31714156 | @GENE_IDO1 | IDO1 | 1984 | 3 | Gene | gene | IDO
31714156 | @GENE_IFNA1 | IFNA1 | 2018 | 3 | Gene | gene | IFN
31714156 | @GENE_KIR2DL4 | KIR2DL4 | 2114 | 3 | Gene | gene | KIR
31714156 | @GENE_KIR3DL2 | KIR3DL2 | 2119 | 40 | Gene | gene | killer cell immunoglobulin-like receptor
31714156 | @GENE_LAG3 | LAG3 | 2161 | 5 | Gene | gene | LAG-3
31714156 | @GENE_LAG3 | LAG3 | 2168 | 28 | Gene | gene | lymphocyte activation gene 3
31714156 | @GENE_HLA_C | HLA-C | 2280 | 3 | Gene | gene | MHC
31714156 | @GENE_MTOR | MTOR | 2319 | 4 | Gene | gene | mTOR
31714156 | @GENE_MTOR | MTOR | 2325 | 31 | Gene | gene | mechanistic target of rapamycin
31714156 | @GENE_NCAM1 | NCAM1 | 2358 | 4 | Gene | gene | NCAM
31714156 | @GENE_NM | NM | 2392 | 3 | Gene | gene | NCR
31714156 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 2455 | 26 | Disease | disease | non-small cell lung cancer
31714156 | @GENE_PDCD1 | PDCD1 | 2489 | 23 | Gene | gene | programmed cell death 1
31714156 | @CHEMICAL_Phosphorus | Phosphorus | 2514 | 2 | Chemical | chemical | PS
31714156 | @CHEMICAL_Phosphatidylserines | Phosphatidylserines | 2518 | 18 | Chemical | chemical | phosphatidylserine
31714156 | @DISEASE_Carcinoma_Small_Cell | Carcinoma Small Cell | 2538 | 4 | Disease | disease | SCLC
31714156 | @DISEASE_Small_Cell_Lung_Carcinoma | Small Cell Lung Carcinoma | 2544 | 22 | Disease | disease | small cell lung cancer
31714156 | @DISEASE_Neoplasms | Neoplasms | 2629 | 5 | Disease | disease | tumor
31714156 | @GENE_TNF | TNF | 2791 | 3 | Gene | gene | TNF
31714156 | @GENE_TNF | TNF | 2796 | 21 | Gene | gene | tumor necrosis factor
31743425 | @GENE_MICA | MICA | 47 | 7 | Gene | gene | MIC-A/B
31743425 | @DISEASE_Infections | Infections | 321 | 9 | Disease | disease | infection
31743425 | @GENE_MICA | MICA | 650 | 33 | Gene | gene | MHC class-1-related chain (MIC) A
31743425 | @GENE_MICB | MICB | 688 | 5 | Gene | gene | MIC-B
31743425 | @GENE_IL12B | IL12B | 709 | 5 | Gene | gene | IL-12
31743425 | @GENE_STAT3 | STAT3 | 772 | 6 | Gene | gene | STAT-3
31743425 | @GENE_MICA | MICA | 849 | 7 | Gene | gene | MIC-A/B
31743425 | @GENE_IFNG | IFNG | 952 | 9 | Gene | gene | IFN-gamma
31743425 | @GENE_TNF | TNF | 966 | 9 | Gene | gene | TNF-alpha
31743425 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1013 | 12 | Disease | disease | cytotoxicity
31743425 | @GENE_MICA | MICA | 1087 | 7 | Gene | gene | MIC-A/B
33687107 | @GENE_KLRK1 | KLRK1 | 0 | 5 | Gene | gene | NKG2D
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 46 | 29 | Disease | disease | cutaneous lupus erythematosus
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 77 | 29 | Disease | disease | Cutaneous lupus erythematosus
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 108 | 3 | Disease | disease | CLE
33687107 | @DISEASE_Skin_Diseases | Skin Diseases | 119 | 24 | Disease | disease | autoimmune skin disorder
33687107 | @DISEASE_Dermatitis | Dermatitis | 260 | 20 | Disease | disease | interface dermatitis
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 303 | 3 | Disease | disease | CLE
33687107 | @GENE_KLRK1 | KLRK1 | 357 | 5 | Gene | gene | NKG2D
33687107 | @GENE_KLRK1 | KLRK1 | 441 | 5 | Gene | gene | NKG2D
33687107 | @GENE_MICA | MICA | 505 | 4 | Gene | gene | MICA
33687107 | @GENE_MICB | MICB | 511 | 4 | Gene | gene | MICB
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 541 | 3 | Disease | disease | CLE
33687107 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 593 | 35 | Disease | disease | chronic discoid lupus erythematosus
33687107 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 630 | 4 | Disease | disease | CDLE
33687107 | @DISEASE_Skin_Diseases | Skin Diseases | 636 | 12 | Disease | disease | skin lesions
33687107 | @GENE_KLRK1 | KLRK1 | 764 | 5 | Gene | gene | NKG2D
33687107 | @GENE_KLRK1 | KLRK1 | 846 | 5 | Gene | gene | NKG2D
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 855 | 3 | Disease | disease | CLE
33687107 | @GENE_IFNA1 | IFNA1 | 906 | 3 | Gene | gene | IFN
33687107 | @GENE_DDX58 | DDX58 | 983 | 5 | Gene | gene | RIG-I
33687107 | @GENE_KLRK1 | KLRK1 | 1056 | 5 | Gene | gene | NKG2D
33687107 | @GENE_KLRK1 | KLRK1 | 1123 | 5 | Gene | gene | NKG2D
33687107 | @GENE_MICB | MICB | 1144 | 4 | Gene | gene | MICB
33687107 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1152 | 4 | Disease | disease | CDLE
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 1170 | 44 | Disease | disease | cutaneous lupus erythematosus (SCLE) lesions
33687107 | @GENE_KLRK1 | KLRK1 | 1379 | 5 | Gene | gene | NKG2D
33687107 | @GENE_ULBP2 | ULBP2 | 1404 | 5 | Gene | gene | ULBP2
33687107 | @GENE_KLRK1 | KLRK1 | 1451 | 5 | Gene | gene | NKG2D
33687107 | @DISEASE_Lupus_Erythematosus_Discoid | Lupus Erythematosus Discoid | 1471 | 4 | Disease | disease | CDLE
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 1480 | 17 | Disease | disease | SCLE skin lesions
33687107 | @GENE_IFNA1 | IFNA1 | 1540 | 3 | Gene | gene | IFN
33687107 | @DISEASE_Skin_Diseases | Skin Diseases | 1551 | 12 | Disease | disease | skin lesions
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 1624 | 3 | Disease | disease | CLE
33687107 | @DISEASE_Lupus_Erythematosus_Cutaneous | Lupus Erythematosus Cutaneous | 1665 | 16 | Disease | disease | CLE inflammation
33958760 | @DISEASE_Neoplasms | Neoplasms | 0 | 5 | Disease | disease | LIMIT
33958760 | @DISEASE_Neoplasms | Neoplasms | 34 | 6 | Disease | disease | cancer
33958760 | @DISEASE_Neoplasms | Neoplasms | 121 | 6 | Disease | disease | tumour
33958760 | @GENE_CD8A | CD8A | 140 | 3 | Gene | gene | CD8
33958760 | @DISEASE_Neoplasms | Neoplasms | 171 | 6 | Disease | disease | tumour
33958760 | @DISEASE_Neoplasms | Neoplasms | 310 | 6 | Disease | disease | tumour
33958760 | @DISEASE_Neoplasms | Neoplasms | 381 | 24 | Disease | disease | immunogenicity of tumour
33958760 | @DISEASE_Neoplasms | Neoplasms | 407 | 5 | Disease | disease | LIMIT
33958760 | @GENE_IFNG | IFNG | 449 | 8 | Gene | gene | IFNgamma
33958760 | @DISEASE_Neoplasms | Neoplasms | 469 | 5 | Disease | disease | LIMIT
33958760 | @DISEASE_Neoplasms | Neoplasms | 476 | 5 | Disease | disease | LIMIT
